order_item_id,order_id,product_id,quantity,unit_price,line_discount,line_total
1502,510,163,2,226.52,0,453.04
1503,510,88,1,56.98,0,56.98
1504,511,63,2,179.51,35.9,323.12
1505,511,26,4,237.54,95.02,855.14
1506,511,6,5,582.88,437.16,2477.24
1507,512,1,1,784.44,0,784.44
1508,513,157,1,351.75,0,351.75
1509,513,1,4,784.44,156.89,2980.87
1510,513,180,1,170.32,0,170.32
1511,513,6,3,582.88,87.43,1661.21
1512,514,2,2,645.05,64.51,1225.59
1513,514,111,2,50.27,0,100.54
1514,514,67,3,165.1,74.3,421
1515,514,6,3,582.88,174.86,1573.78
1516,515,66,1,167.95,0,167.95
1517,515,6,4,582.88,0,2331.52
1518,515,8,5,119,59.5,535.5
1519,515,67,2,165.1,33.02,297.18
1520,515,34,2,163.1,16.31,309.89
1521,516,147,1,68.46,6.85,61.61
1522,516,111,2,50.27,0,100.54
1523,516,67,1,165.1,0,165.1
1524,516,63,1,179.51,0,179.51
1525,516,84,3,80.88,0,242.64
1526,517,9,3,445.49,0,1336.47
1527,517,12,1,382.07,57.31,324.76
1528,517,98,2,86.81,0,173.62
1529,517,10,2,679.85,67.99,1291.71
1530,517,102,2,256.23,51.25,461.21
1531,518,26,1,237.54,0,237.54
1532,518,30,3,64.7,0,194.1
1533,518,156,5,273.52,136.76,1230.84
1534,519,125,4,65.72,0,262.88
1535,519,48,3,122.03,0,366.09
1536,519,10,2,679.85,67.99,1291.71
1537,519,175,1,167.42,0,167.42
1538,520,16,1,100.05,0,100.05
1539,520,150,5,64.97,0,324.85
1540,520,18,5,325.63,0,1628.15
1541,521,46,2,36.66,11,62.32
1542,521,59,2,11.84,0,23.68
1543,521,154,3,156.3,70.34,398.56
1544,522,111,3,50.27,0,150.81
1545,522,143,2,61.69,6.17,117.21
1546,523,154,1,156.3,23.45,132.85
1547,523,16,1,100.05,5,95.05
1548,524,63,2,179.51,71.8,287.22
1549,524,125,5,65.72,16.43,312.17
1550,525,100,2,102.73,0,205.46
1551,525,99,4,24.54,0,98.16
1552,526,26,3,237.54,35.63,676.99
1553,526,137,4,48.66,0,194.64
1554,527,98,2,86.81,8.68,164.94
1555,527,102,5,256.23,0,1281.15
1556,527,175,1,167.42,25.11,142.31
1557,528,31,1,189.7,0,189.7
1558,528,59,2,11.84,0,23.68
1559,528,7,2,139.25,0,278.5
1560,529,102,3,256.23,0,768.69
1561,530,150,5,64.97,48.73,276.12
1562,530,117,1,82.18,8.22,73.96
1563,531,33,1,146.52,0,146.52
1564,531,38,2,196.28,39.26,353.3
1565,531,84,4,80.88,0,323.52
1566,531,34,4,163.1,65.24,587.16
1567,532,150,2,64.97,0,129.94
1568,532,59,3,11.84,0,35.52
1569,532,137,1,48.66,2.43,46.23
1570,533,20,5,45.98,0,229.9
1571,533,34,3,163.1,0,489.3
1572,533,38,3,196.28,58.88,529.96
1573,534,66,5,167.95,125.96,713.79
1574,534,163,1,226.52,22.65,203.87
1575,534,158,2,333.15,33.32,632.98
1576,535,26,1,237.54,35.63,201.91
1577,535,46,3,36.66,0,109.98
1578,535,28,4,100.99,0,403.96
1579,536,65,2,495.18,0,990.36
1580,536,131,1,8.99,0,8.99
1581,536,63,3,179.51,26.93,511.6
1582,537,150,3,64.97,19.49,175.42
1583,537,8,4,119,47.6,428.4
1584,538,160,4,355.69,142.28,1280.48
1585,538,158,3,333.15,0,999.45
1586,539,34,3,163.1,0,489.3
1587,540,19,2,89.64,0,179.28
1588,541,26,3,237.54,106.89,605.73
1589,542,35,5,201.51,100.76,906.79
1590,542,46,3,36.66,0,109.98
1591,543,84,4,80.88,16.18,307.34
1592,543,169,5,289.4,0,1447
1593,544,111,5,50.27,0,251.35
1594,544,39,5,41.63,10.41,197.74
1595,544,115,1,91.5,9.15,82.35
1596,544,98,1,86.81,0,86.81
1597,545,141,5,74.42,55.82,316.28
1598,545,59,1,11.84,0.59,11.25
1599,545,12,2,382.07,114.62,649.52
1600,545,46,3,36.66,5.5,104.48
1601,545,154,1,156.3,0,156.3
1602,546,173,3,135.57,61.01,345.7
1603,546,131,3,8.99,0,26.97
1604,546,99,5,24.54,0,122.7
1605,546,171,4,248.68,0,994.72
1606,547,88,2,56.98,11.4,102.56
1607,547,59,4,11.84,0,47.36
1608,547,31,3,189.7,28.46,540.64
1609,547,163,2,226.52,0,453.04
1610,548,171,3,248.68,37.3,708.74
1611,548,28,2,100.99,0,201.98
1612,549,94,2,212.77,21.28,404.26
1613,549,102,3,256.23,76.87,691.82
1614,549,65,5,495.18,0,2475.9
1615,549,26,2,237.54,23.75,451.33
1616,550,100,2,102.73,10.27,195.19
1617,550,67,1,165.1,8.26,156.84
1618,551,150,4,64.97,51.98,207.9
1619,551,43,1,77.22,0,77.22
1620,551,63,2,179.51,17.95,341.07
1621,551,30,4,64.7,0,258.8
1622,552,180,4,170.32,34.06,647.22
1623,552,46,5,36.66,0,183.3
1624,552,156,1,273.52,0,273.52
1625,553,65,3,495.18,74.28,1411.26
1626,553,150,2,64.97,6.5,123.44
1627,553,67,5,165.1,0,825.5
1628,554,34,3,163.1,0,489.3
1629,555,59,5,11.84,0,59.2
1630,555,33,5,146.52,73.26,659.34
1631,555,67,3,165.1,24.77,470.53
1632,556,20,3,45.98,6.9,131.04
1633,556,145,1,18.06,0,18.06
1634,557,139,3,96.93,0,290.79
1635,558,46,5,36.66,27.5,155.8
1636,558,30,2,64.7,12.94,116.46
1637,558,26,5,237.54,0,1187.7
1638,559,76,1,71.53,14.31,57.22
1639,559,26,4,237.54,142.52,807.64
1640,559,153,5,270.19,0,1350.95
1641,560,43,3,77.22,23.17,208.49
1642,560,175,4,167.42,33.48,636.2
1643,560,115,3,91.5,0,274.5
1644,561,175,3,167.42,75.34,426.92
1645,561,166,1,142.79,14.28,128.51
1646,561,71,4,464.53,0,1858.12
1647,561,153,3,270.19,40.53,770.04
1648,562,39,1,41.63,0,41.63
1649,562,171,4,248.68,49.74,944.98
1650,563,3,4,653.72,130.74,2484.14
1651,563,131,1,8.99,0.9,8.09
1652,564,163,5,226.52,0,1132.6
1653,564,157,1,351.75,0,351.75
1654,564,76,3,71.53,0,214.59
1655,565,129,4,146.74,88.04,498.92
1656,565,98,5,86.81,0,434.05
1657,565,48,1,122.03,12.2,109.83
1658,566,135,3,49.07,14.72,132.49
1659,566,163,4,226.52,0,906.08
1660,567,46,5,36.66,9.17,174.13
1661,567,115,5,91.5,22.88,434.62
1662,568,102,1,256.23,25.62,230.61
1663,568,59,5,11.84,5.92,53.28
1664,568,33,2,146.52,0,293.04
1665,569,127,4,111.61,44.64,401.8
1666,569,42,4,218.88,43.78,831.74
1667,569,76,1,71.53,7.15,64.38
1668,569,128,4,46.57,18.63,167.65
1669,570,46,4,36.66,0,146.64
1670,570,100,2,102.73,10.27,195.19
1671,571,130,2,32.26,0,64.52
1672,572,59,5,11.84,0,59.2
1673,572,5,4,631.63,126.33,2400.19
1674,572,10,5,679.85,509.89,2889.36
1675,573,28,4,100.99,0,403.96
1676,573,145,2,18.06,0,36.12
1677,573,175,5,167.42,125.57,711.53
1678,574,130,1,32.26,0,32.26
1679,574,65,4,495.18,0,1980.72
1680,574,66,3,167.95,0,503.85
1681,574,128,4,46.57,0,186.28
1682,575,43,2,77.22,0,154.44
1683,575,158,4,333.15,66.63,1265.97
1684,576,46,3,36.66,0,109.98
1685,576,157,4,351.75,70.35,1336.65
1686,576,152,5,304.15,152.08,1368.67
1687,576,59,5,11.84,0,59.2
1688,577,111,2,50.27,0,100.54
1689,577,160,1,355.69,35.57,320.12
1690,578,6,5,582.88,0,2914.4
1691,578,7,1,139.25,0,139.25
1692,579,65,3,495.18,0,1485.54
1693,579,26,1,237.54,0,237.54
1694,579,158,3,333.15,49.97,949.48
1695,580,139,4,96.93,38.77,348.95
1696,580,173,4,135.57,0,542.28
1697,580,1,2,784.44,0,1568.88
1698,581,30,3,64.7,19.41,174.69
1699,581,3,3,653.72,196.12,1765.04
1700,582,160,3,355.69,0,1067.07
1701,582,158,5,333.15,83.29,1582.46
1702,582,153,4,270.19,54.04,1026.72
1703,583,67,1,165.1,0,165.1
1704,583,137,5,48.66,36.5,206.8
1705,583,111,1,50.27,2.51,47.76
1706,583,66,1,167.95,16.8,151.15
1707,584,76,5,71.53,71.53,286.12
1708,584,150,1,64.97,3.25,61.72
1709,584,141,5,74.42,0,372.1
1710,584,59,2,11.84,0,23.68
1711,585,8,4,119,0,476
1712,585,38,1,196.28,0,196.28
1713,585,42,2,218.88,65.66,372.1
1714,586,131,2,8.99,0,17.98
1715,586,67,5,165.1,0,825.5
1716,586,173,3,135.57,0,406.71
1717,586,175,3,167.42,25.11,477.15
1718,586,11,5,731.47,365.74,3291.61
1719,587,115,5,91.5,0,457.5
1720,587,2,4,645.05,0,2580.2
1721,588,131,5,8.99,0,44.95
1722,588,128,2,46.57,0,93.14
1723,588,130,1,32.26,1.61,30.65
1724,589,147,5,68.46,34.23,308.07
1725,589,148,3,42,6.3,119.7
1726,589,59,4,11.84,4.74,42.62
1727,590,10,3,679.85,305.93,1733.62
1728,590,6,4,582.88,0,2331.52
1729,591,34,5,163.1,163.1,652.4
1730,591,154,2,156.3,0,312.6
1731,592,30,1,64.7,3.24,61.46
1732,592,20,2,45.98,0,91.96
1733,592,18,4,325.63,65.13,1237.39
1734,592,19,3,89.64,0,268.92
1735,593,173,4,135.57,0,542.28
1736,593,158,1,333.15,16.66,316.49
1737,593,102,1,256.23,12.81,243.42
1738,593,100,4,102.73,0,410.92
1739,594,152,5,304.15,0,1520.75
1740,594,31,1,189.7,0,189.7
1741,594,7,1,139.25,27.85,111.4
1742,595,39,3,41.63,24.98,99.91
1743,596,148,4,42,0,168
1744,596,160,1,355.69,17.78,337.91
1745,596,71,4,464.53,0,1858.12
1746,597,63,3,179.51,0,538.53
1747,597,158,2,333.15,33.32,632.98
1748,597,18,4,325.63,0,1302.52
1749,598,31,4,189.7,0,758.8
1750,598,100,1,102.73,0,102.73
1751,598,130,1,32.26,1.61,30.65
1752,599,160,5,355.69,0,1778.45
1753,599,5,1,631.63,31.58,600.05
1754,599,94,3,212.77,127.66,510.65
1755,599,155,1,48.02,0,48.02
1756,600,19,1,89.64,0,89.64
1757,600,20,1,45.98,4.6,41.38
1758,600,98,5,86.81,0,434.05
1759,601,16,3,100.05,0,300.15
1760,601,180,2,170.32,0,340.64
1761,602,173,5,135.57,0,677.85
1762,602,117,4,82.18,0,328.72
1763,602,1,1,784.44,39.22,745.22
1764,603,20,1,45.98,2.3,43.68
1765,603,26,5,237.54,0,1187.7
1766,603,117,3,82.18,24.65,221.89
1767,604,99,4,24.54,4.91,93.25
1768,605,59,1,11.84,0,11.84
1769,605,7,3,139.25,62.66,355.09
1770,605,9,1,445.49,0,445.49
1771,605,115,3,91.5,0,274.5
1772,606,160,5,355.69,88.92,1689.53
1773,606,8,3,119,53.55,303.45
1774,606,20,1,45.98,6.9,39.08
1775,607,16,1,100.05,0,100.05
1776,607,18,2,325.63,32.56,618.7
1777,608,129,1,146.74,14.67,132.07
1778,608,131,1,8.99,1.35,7.64
1779,608,59,4,11.84,4.74,42.62
1780,608,125,4,65.72,0,262.88
1781,609,39,2,41.63,0,83.26
1782,609,59,3,11.84,3.55,31.97
1783,609,48,1,122.03,0,122.03
1784,609,102,5,256.23,0,1281.15
1785,610,1,3,784.44,117.67,2235.65
1786,610,128,5,46.57,0,232.85
1787,610,59,5,11.84,0,59.2
1788,610,46,1,36.66,1.83,34.83
1789,610,76,4,71.53,0,286.12
1790,611,179,1,183.74,18.37,165.37
1791,611,139,1,96.93,4.85,92.08
1792,611,34,2,163.1,0,326.2
1793,612,152,5,304.15,0,1520.75
1794,612,67,3,165.1,74.3,421
1795,612,88,4,56.98,11.4,216.52
1796,612,160,5,355.69,0,1778.45
1797,613,180,1,170.32,0,170.32
1798,613,84,4,80.88,0,323.52
1799,614,8,2,119,35.7,202.3
1800,614,155,2,48.02,9.6,86.44
1801,614,4,5,170.24,0,851.2
1802,614,115,3,91.5,27.45,247.05
1803,614,10,5,679.85,0,3399.25
1804,615,98,1,86.81,0,86.81
1805,615,130,5,32.26,0,161.3
1806,615,65,2,495.18,0,990.36
1807,615,145,1,18.06,0.9,17.16
1808,615,99,5,24.54,0,122.7
1809,616,139,3,96.93,0,290.79
1810,616,130,2,32.26,0,64.52
1811,617,180,2,170.32,51.1,289.54
1812,617,176,2,159.1,0,318.2
1813,618,163,3,226.52,67.96,611.6
1814,618,28,2,100.99,10.1,191.88
1815,618,152,1,304.15,15.21,288.94
1816,618,30,4,64.7,0,258.8
1817,618,153,1,270.19,0,270.19
1818,619,166,5,142.79,35.7,678.25
1819,619,176,3,159.1,47.73,429.57
1820,620,65,1,495.18,74.28,420.9
1821,620,98,1,86.81,8.68,78.13
1822,620,102,3,256.23,38.43,730.26
1823,620,63,4,179.51,35.9,682.14
1824,621,2,5,645.05,161.26,3063.99
1825,621,152,1,304.15,0,304.15
1826,621,11,2,731.47,0,1462.94
1827,621,147,3,68.46,0,205.38
1828,622,38,2,196.28,0,392.56
1829,622,176,2,159.1,15.91,302.29
1830,623,67,1,165.1,8.26,156.84
1831,623,63,2,179.51,35.9,323.12
1832,623,158,2,333.15,0,666.3
1833,623,71,2,464.53,0,929.06
1834,624,18,4,325.63,0,1302.52
1835,624,76,1,71.53,0,71.53
1836,625,1,2,784.44,0,1568.88
1837,625,125,3,65.72,0,197.16
1838,626,66,2,167.95,0,335.9
1839,626,35,1,201.51,10.08,191.43
1840,626,152,1,304.15,0,304.15
1841,627,3,1,653.72,98.06,555.66
1842,627,10,4,679.85,135.97,2583.43
1843,627,98,1,86.81,4.34,82.47
1844,627,99,1,24.54,2.45,22.09
1845,628,1,2,784.44,0,1568.88
1846,628,99,5,24.54,6.14,116.56
1847,628,150,2,64.97,0,129.94
1848,628,2,3,645.05,290.27,1644.88
1849,629,71,5,464.53,116.13,2206.52
1850,629,84,5,80.88,0,404.4
1851,629,65,1,495.18,0,495.18
1852,629,152,2,304.15,0,608.3
1853,630,28,2,100.99,0,201.98
1854,630,30,5,64.7,16.18,307.32
1855,631,150,3,64.97,9.75,185.16
1856,631,67,1,165.1,16.51,148.59
1857,631,141,3,74.42,0,223.26
1858,631,63,5,179.51,89.76,807.79
1859,632,5,2,631.63,126.33,1136.93
1860,632,59,3,11.84,0,35.52
1861,632,10,1,679.85,67.99,611.86
1862,632,167,4,284.99,170.99,968.97
1863,633,124,2,36.3,3.63,68.97
1864,633,43,3,77.22,11.58,220.08
1865,633,1,5,784.44,392.22,3529.98
1866,634,20,4,45.98,0,183.92
1867,634,26,2,237.54,0,475.08
1868,634,117,5,82.18,0,410.9
1869,635,124,2,36.3,7.26,65.34
1870,635,115,5,91.5,45.75,411.75
1871,635,128,1,46.57,4.66,41.91
1872,635,99,5,24.54,18.41,104.29
1873,635,141,1,74.42,3.72,70.7
1874,636,46,5,36.66,0,183.3
1875,636,3,5,653.72,0,3268.6
1876,636,8,2,119,11.9,226.1
1877,636,158,5,333.15,249.86,1415.89
1878,637,26,4,237.54,190.03,760.13
1879,638,131,5,8.99,2.25,42.7
1880,638,30,1,64.7,0,64.7
1881,638,19,2,89.64,0,179.28
1882,639,166,3,142.79,0,428.37
1883,639,130,4,32.26,19.36,109.68
1884,639,171,5,248.68,0,1243.4
1885,640,20,2,45.98,4.6,87.36
1886,640,145,5,18.06,0,90.3
1887,640,141,5,74.42,0,372.1
1888,640,18,1,325.63,0,325.63
1889,641,12,1,382.07,38.21,343.86
1890,641,167,1,284.99,0,284.99
1891,642,154,2,156.3,31.26,281.34
1892,642,180,2,170.32,68.13,272.51
1893,642,6,3,582.88,0,1748.64
1894,642,10,1,679.85,0,679.85
1895,643,154,4,156.3,62.52,562.68
1896,643,179,5,183.74,0,918.7
1897,643,166,4,142.79,28.56,542.6
1898,643,129,4,146.74,58.7,528.26
1899,643,124,5,36.3,9.08,172.42
1900,644,102,5,256.23,128.12,1153.03
1901,644,59,5,11.84,2.96,56.24
1902,644,167,4,284.99,0,1139.96
1903,644,100,5,102.73,25.68,487.97
1904,645,31,4,189.7,0,758.8
1905,645,42,4,218.88,0,875.52
1906,645,16,3,100.05,15.01,285.14
1907,645,26,3,237.54,0,712.62
1908,645,33,3,146.52,43.96,395.6
1909,646,84,4,80.88,32.35,291.17
1910,646,111,3,50.27,7.54,143.27
1911,646,129,1,146.74,14.67,132.07
1912,646,128,1,46.57,2.33,44.24
1913,647,139,3,96.93,0,290.79
1914,647,115,2,91.5,9.15,173.85
1915,648,99,2,24.54,7.36,41.72
1916,648,102,3,256.23,0,768.69
1917,649,180,5,170.32,0,851.6
1918,649,30,4,64.7,0,258.8
1919,649,129,5,146.74,73.37,660.33
1920,650,67,4,165.1,0,660.4
1921,650,102,1,256.23,0,256.23
1922,650,163,3,226.52,101.93,577.63
1923,650,153,4,270.19,216.15,864.61
1924,651,43,4,77.22,0,308.88
1925,651,131,4,8.99,1.8,34.16
1926,651,98,2,86.81,8.68,164.94
1927,652,158,2,333.15,33.32,632.98
1928,652,125,3,65.72,19.72,177.44
1929,652,160,5,355.69,0,1778.45
1930,652,152,3,304.15,0,912.45
1931,653,145,3,18.06,10.84,43.34
1932,653,137,3,48.66,7.3,138.68
1933,653,30,1,64.7,0,64.7
1934,653,1,2,784.44,0,1568.88
1935,654,2,1,645.05,0,645.05
1936,654,150,5,64.97,16.24,308.61
1937,655,166,3,142.79,64.26,364.11
1938,655,12,5,382.07,0,1910.35
1939,656,10,3,679.85,101.98,1937.57
1940,657,3,2,653.72,130.74,1176.7
1941,657,59,5,11.84,5.92,53.28
1942,657,4,4,170.24,0,680.96
1943,658,129,3,146.74,44.02,396.2
1944,658,130,1,32.26,0,32.26
1945,659,160,1,355.69,17.78,337.91
1946,659,31,2,189.7,37.94,341.46
1947,660,84,1,80.88,0,80.88
1948,660,98,4,86.81,0,347.24
1949,660,10,3,679.85,101.98,1937.57
1950,661,169,2,289.4,28.94,549.86
1951,661,34,4,163.1,0,652.4
1952,661,117,2,82.18,8.22,156.14
1953,661,20,4,45.98,0,183.92
1954,662,28,3,100.99,30.3,272.67
1955,662,43,5,77.22,0,386.1
1956,663,76,5,71.53,35.77,321.88
1957,663,34,5,163.1,0,815.5
1958,663,124,1,36.3,0,36.3
1959,663,84,2,80.88,0,161.76
1960,664,139,3,96.93,0,290.79
1961,665,66,2,167.95,16.8,319.1
1962,665,63,2,179.51,0,359.02
1963,665,42,3,218.88,0,656.64
1964,665,135,2,49.07,4.91,93.23
1965,665,128,1,46.57,6.99,39.58
1966,666,124,2,36.3,0,72.6
1967,666,160,3,355.69,0,1067.07
1968,666,128,5,46.57,11.64,221.21
1969,667,11,4,731.47,292.59,2633.29
1970,667,2,2,645.05,0,1290.1
1971,667,154,2,156.3,15.63,296.97
1972,667,20,3,45.98,0,137.94
1973,668,42,1,218.88,10.94,207.94
1974,668,176,2,159.1,15.91,302.29
1975,668,131,3,8.99,2.7,24.27
1976,668,111,5,50.27,37.7,213.65
1977,669,167,4,284.99,57,1082.96
1978,669,166,1,142.79,7.14,135.65
1979,669,67,5,165.1,0,825.5
1980,670,131,3,8.99,0,26.97
1981,670,130,5,32.26,16.13,145.17
1982,670,152,3,304.15,0,912.45
1983,671,76,5,71.53,0,357.65
1984,672,125,5,65.72,16.43,312.17
1985,672,11,2,731.47,0,1462.94
1986,672,10,1,679.85,67.99,611.86
1987,672,3,3,653.72,196.12,1765.04
1988,673,166,1,142.79,7.14,135.65
1989,673,99,2,24.54,0,49.08
1990,673,76,3,71.53,10.73,203.86
1991,674,171,1,248.68,0,248.68
1992,674,180,5,170.32,42.58,809.02
1993,674,46,4,36.66,0,146.64
1994,675,12,5,382.07,95.52,1814.83
1995,675,8,4,119,95.2,380.8
1996,675,35,1,201.51,10.08,191.43
1997,675,46,4,36.66,0,146.64
1998,676,16,1,100.05,5,95.05
1999,677,42,5,218.88,0,1094.4
2000,677,18,3,325.63,48.84,928.05
2001,677,19,4,89.64,35.86,322.7
2002,678,63,5,179.51,0,897.55
2003,678,129,4,146.74,58.7,528.26
2004,678,127,5,111.61,27.9,530.15
2005,679,20,5,45.98,34.49,195.41
2006,679,38,2,196.28,0,392.56
2007,679,111,3,50.27,15.08,135.73
2008,679,43,3,77.22,0,231.66
2009,680,98,5,86.81,0,434.05
2010,680,158,4,333.15,66.63,1265.97
2011,680,38,2,196.28,0,392.56
2012,680,8,5,119,0,595
2013,680,34,1,163.1,8.16,154.94
2014,681,66,4,167.95,0,671.8
2015,681,71,4,464.53,185.81,1672.31
2016,682,34,3,163.1,24.47,464.83
2017,683,34,5,163.1,0,815.5
2018,683,30,1,64.7,0,64.7
2019,684,8,3,119,17.85,339.15
2020,684,99,5,24.54,0,122.7
2021,685,84,2,80.88,0,161.76
2022,685,93,2,195.95,58.79,333.11
2023,686,30,5,64.7,0,323.5
2024,686,20,3,45.98,0,137.94
2025,687,100,4,102.73,0,410.92
2026,687,38,2,196.28,58.88,333.68
2027,687,131,2,8.99,2.7,15.28
2028,687,102,3,256.23,0,768.69
2029,688,6,1,582.88,0,582.88
2030,688,39,3,41.63,0,124.89
2031,689,153,4,270.19,54.04,1026.72
2032,689,152,5,304.15,76.04,1444.71
2033,689,139,2,96.93,0,193.86
2034,690,20,3,45.98,0,137.94
2035,690,10,2,679.85,67.99,1291.71
2036,690,100,2,102.73,20.55,184.91
2037,690,18,4,325.63,0,1302.52
2038,690,93,2,195.95,39.19,352.71
2039,691,179,3,183.74,0,551.22
2040,691,94,3,212.77,0,638.31
2041,691,169,5,289.4,72.35,1374.65
2042,692,93,2,195.95,0,391.9
2043,692,153,3,270.19,0,810.57
2044,693,59,1,11.84,0.59,11.25
2045,693,46,5,36.66,0,183.3
2046,693,166,3,142.79,0,428.37
2047,694,148,3,42,0,126
2048,694,39,3,41.63,12.49,112.4
2049,694,141,4,74.42,14.88,282.8
2050,694,5,1,631.63,0,631.63
2051,695,99,1,24.54,3.68,20.86
2052,695,1,3,784.44,117.67,2235.65
2053,696,63,1,179.51,17.95,161.56
2054,696,33,4,146.52,0,586.08
2055,697,26,5,237.54,178.16,1009.54
2056,697,42,3,218.88,65.66,590.98
2057,697,98,3,86.81,39.06,221.37
2058,698,28,3,100.99,0,302.97
2059,698,171,5,248.68,0,1243.4
2060,698,98,4,86.81,0,347.24
2061,699,139,4,96.93,38.77,348.95
2062,699,148,4,42,8.4,159.6
2063,699,150,4,64.97,0,259.88
2064,699,8,2,119,0,238
2065,700,10,1,679.85,33.99,645.86
2066,700,111,4,50.27,30.16,170.92
2067,700,7,3,139.25,20.89,396.86
2068,701,26,5,237.54,0,1187.7
2069,701,128,5,46.57,11.64,221.21
2070,701,129,2,146.74,14.67,278.81
2071,702,71,5,464.53,0,2322.65
2072,702,67,1,165.1,8.26,156.84
2073,702,46,3,36.66,0,109.98
2074,702,63,2,179.51,0,359.02
2075,703,158,1,333.15,0,333.15
2076,703,31,2,189.7,75.88,303.52
2077,703,152,5,304.15,0,1520.75
2078,703,42,5,218.88,0,1094.4
2079,703,1,4,784.44,156.89,2980.87
2080,704,16,3,100.05,30.02,270.13
2081,704,102,2,256.23,25.62,486.84
2082,704,5,4,631.63,378.98,2147.54
2083,705,141,2,74.42,0,148.84
2084,705,147,3,68.46,10.27,195.11
2085,706,65,4,495.18,198.07,1782.65
2086,706,26,4,237.54,0,950.16
2087,706,7,2,139.25,27.85,250.65
2088,707,130,1,32.26,1.61,30.65
2089,707,34,2,163.1,0,326.2
2090,707,131,1,8.99,0.45,8.54
2091,708,152,3,304.15,45.62,866.83
2092,708,67,3,165.1,0,495.3
2093,708,175,2,167.42,0,334.84
2094,709,2,1,645.05,0,645.05
2095,710,135,2,49.07,9.81,88.33
2096,711,127,5,111.61,0,558.05
2097,711,131,4,8.99,1.8,34.16
2098,711,65,5,495.18,0,2475.9
2099,712,67,2,165.1,0,330.2
2100,713,20,1,45.98,2.3,43.68
2101,713,63,2,179.51,35.9,323.12
2102,713,30,1,64.7,0,64.7
2103,713,102,4,256.23,51.25,973.67
2104,713,148,1,42,0,42
2105,714,156,2,273.52,0,547.04
2106,714,46,1,36.66,3.67,32.99
2107,714,115,1,91.5,0,91.5
2108,714,111,5,50.27,25.14,226.21
2109,715,66,2,167.95,16.8,319.1
2110,715,158,3,333.15,0,999.45
2111,716,157,1,351.75,70.35,281.4
2112,716,12,1,382.07,0,382.07
2113,716,155,2,48.02,4.8,91.24
2114,716,156,3,273.52,82.06,738.5
2115,717,137,5,48.66,0,243.3
2116,717,150,1,64.97,9.75,55.22
2117,717,145,3,18.06,0,54.18
2118,718,163,4,226.52,135.91,770.17
2119,718,166,1,142.79,14.28,128.51
2120,719,160,2,355.69,0,711.38
2121,719,158,5,333.15,166.58,1499.17
2122,719,163,3,226.52,33.98,645.58
2123,719,139,5,96.93,24.23,460.42
2124,720,3,4,653.72,0,2614.88
2125,720,150,4,64.97,0,259.88
2126,720,9,2,445.49,44.55,846.43
2127,721,130,4,32.26,0,129.04
2128,721,112,3,27.52,8.26,74.3
2129,721,128,1,46.57,4.66,41.91
2130,722,154,5,156.3,0,781.5
2131,722,155,3,48.02,0,144.06
2132,722,93,3,195.95,0,587.85
2133,722,101,2,132.52,26.5,238.54
2134,723,35,2,201.51,40.3,362.72
2135,723,63,5,179.51,0,897.55
2136,723,65,2,495.18,0,990.36
2137,723,67,3,165.1,0,495.3
2138,723,39,2,41.63,8.33,74.93
2139,724,101,5,132.52,66.26,596.34
2140,724,26,4,237.54,0,950.16
2141,724,131,4,8.99,3.6,32.36
2142,725,84,5,80.88,20.22,384.18
2143,725,74,1,498.36,49.84,448.52
2144,725,2,3,645.05,290.27,1644.88
2145,725,31,3,189.7,0,569.1
2146,726,35,2,201.51,0,403.02
2147,726,74,4,498.36,99.67,1893.77
2148,726,66,1,167.95,33.59,134.36
2149,726,130,5,32.26,0,161.3
2150,727,2,2,645.05,64.51,1225.59
2151,727,3,1,653.72,0,653.72
2152,728,129,2,146.74,0,293.48
2153,728,124,3,36.3,21.78,87.12
2154,729,125,3,65.72,0,197.16
2155,729,175,5,167.42,0,837.1
2156,729,171,3,248.68,74.6,671.44
2157,729,84,4,80.88,0,323.52
2158,729,124,2,36.3,3.63,68.97
2159,730,48,3,122.03,0,366.09
2160,730,10,2,679.85,203.96,1155.74
2161,731,42,3,218.88,0,656.64
2162,731,33,1,146.52,0,146.52
2163,731,34,1,163.1,0,163.1
2164,732,175,5,167.42,83.71,753.39
2165,732,115,2,91.5,0,183
2166,732,26,1,237.54,0,237.54
2167,733,42,5,218.88,0,1094.4
2168,733,33,2,146.52,14.65,278.39
2169,733,98,1,86.81,8.68,78.13
2170,733,30,1,64.7,0,64.7
2171,733,28,3,100.99,0,302.97
2172,734,160,1,355.69,17.78,337.91
2173,734,154,4,156.3,31.26,593.94
2174,734,88,1,56.98,0,56.98
2175,735,150,2,64.97,6.5,123.44
2176,735,131,5,8.99,2.25,42.7
2177,735,127,1,111.61,0,111.61
2178,736,1,1,784.44,0,784.44
2179,736,84,3,80.88,0,242.64
2180,736,111,2,50.27,0,100.54
2181,736,163,3,226.52,0,679.56
2182,737,65,4,495.18,198.07,1782.65
2183,737,18,1,325.63,0,325.63
2184,737,28,3,100.99,15.15,287.82
2185,738,143,2,61.69,12.34,111.04
2186,738,150,2,64.97,6.5,123.44
2187,738,148,5,42,31.5,178.5
2188,739,135,1,49.07,4.91,44.16
2189,739,6,4,582.88,116.58,2214.94
2190,740,59,1,11.84,1.78,10.06
2191,740,169,1,289.4,14.47,274.93
2192,741,99,5,24.54,12.27,110.43
2193,741,19,2,89.64,8.96,170.32
2194,741,26,5,237.54,59.39,1128.31
2195,742,42,2,218.88,0,437.76
