customer_id,customer_code,signup_date,gender,age_band,city,state,acquisition_channel,customer_status
1943,CUST-01943,12-03-2025,Male,35-44,Los Angeles,CA,Organic Search,Active
1944,CUST-01944,12-08-2023,Female,18-24,Jacksonville,FL,Organic Search,Active
1945,CUST-01945,17-09-2023,Female,55-64,Houston,TX,Paid Search,Active
1946,CUST-01946,24-09-2024,Male,25-34,Philadelphia,PA,Direct,Active
1947,CUST-01947,22-09-2023,Female,55-64,Los Angeles,CA,Email,Active
1948,CUST-01948,26-05-2024,Male,55-64,Dallas,TX,Direct,Active
1949,CUST-01949,06-06-2023,Non-binary,25-34,San Jose,CA,Direct,Inactive
1950,CUST-01950,15-07-2024,Female,55-64,San Diego,CA,Organic Search,Active
1951,CUST-01951,09-04-2024,Male,18-24,Seattle,WA,Social Media,Active
1952,CUST-01952,08-07-2024,Male,25-34,Las Vegas,NV,Referral,Inactive
1953,CUST-01953,10-02-2024,Male,35-44,Los Angeles,CA,Social Media,Active
1954,CUST-01954,01-10-2023,Female,25-34,Chicago,IL,Paid Search,Active
1955,CUST-01955,25-02-2024,Non-binary,18-24,Nashville,TN,Direct,Active
1956,CUST-01956,15-06-2023,Female,25-34,Dallas,TX,Paid Search,Active
1957,CUST-01957,16-07-2024,Female,45-54,San Diego,CA,Paid Search,Active
1958,CUST-01958,29-10-2024,Male,25-34,Dallas,TX,Organic Search,Active
1959,CUST-01959,24-10-2024,Female,35-44,Miami,FL,Organic Search,Inactive
1960,CUST-01960,19-03-2024,Female,35-44,Seattle,WA,Social Media,Active
1961,CUST-01961,26-12-2024,Male,45-54,Austin,TX,Social Media,Active
1962,CUST-01962,16-12-2024,Male,35-44,Boston,MA,Direct,Active
1963,CUST-01963,08-09-2024,Male,25-34,Charlotte,NC,Social Media,Active
1964,CUST-01964,02-06-2024,Male,25-34,Portland,OR,Referral,Inactive
1965,CUST-01965,19-06-2023,Female,25-34,Columbus,OH,Referral,Active
1966,CUST-01966,21-09-2023,Female,25-34,Seattle,WA,Organic Search,Inactive
1967,CUST-01967,08-11-2025,Female,35-44,Dallas,TX,Organic Search,Active
1968,CUST-01968,31-01-2024,Male,25-34,Seattle,WA,Organic Search,Active
1969,CUST-01969,01-12-2023,Male,45-54,Los Angeles,CA,Paid Search,Active
1970,CUST-01970,25-08-2023,Female,55-64,New York,NY,Direct,Active
1971,CUST-01971,28-03-2024,Female,35-44,Washington,DC,Email,Active
1972,CUST-01972,28-07-2023,Male,25-34,Philadelphia,PA,Social Media,Inactive
1973,CUST-01973,15-08-2023,Female,25-34,Miami,FL,Direct,Active
1974,CUST-01974,08-06-2023,Male,65+,Chicago,IL,Social Media,Active
1975,CUST-01975,01-02-2024,Male,35-44,Phoenix,AZ,Organic Search,Inactive
1976,CUST-01976,30-07-2023,Male,35-44,San Diego,CA,Referral,Active
1977,CUST-01977,15-09-2025,Male,25-34,Austin,TX,Organic Search,Active
1978,CUST-01978,15-01-2024,Female,45-54,New York,NY,Email,Active
1979,CUST-01979,16-12-2023,Female,55-64,Los Angeles,CA,Organic Search,Active
1980,CUST-01980,17-06-2023,Male,55-64,Los Angeles,CA,Social Media,Inactive
1981,CUST-01981,14-09-2023,Male,18-24,New York,NY,Direct,Active
1982,CUST-01982,23-12-2024,Male,35-44,New York,NY,Paid Search,Inactive
1983,CUST-01983,08-12-2023,Female,35-44,Phoenix,AZ,Paid Search,Active
1984,CUST-01984,12-05-2024,Female,25-34,Houston,TX,Referral,Active
1985,CUST-01985,16-08-2023,Male,35-44,Portland,OR,Paid Search,Active
1986,CUST-01986,20-02-2024,Male,35-44,Houston,TX,Direct,Active
1987,CUST-01987,17-02-2024,Male,25-34,Portland,OR,Organic Search,Active
1988,CUST-01988,29-06-2024,Male,25-34,Philadelphia,PA,Direct,Active
1989,CUST-01989,27-06-2023,Female,35-44,Houston,TX,Social Media,Active
1990,CUST-01990,12-12-2023,Male,35-44,Philadelphia,PA,Referral,Active
1991,CUST-01991,26-04-2024,Male,45-54,Los Angeles,CA,Email,Active
1992,CUST-01992,08-07-2025,Female,45-54,Houston,TX,Referral,Active
1993,CUST-01993,15-02-2024,Female,45-54,Philadelphia,PA,Referral,Active
1994,CUST-01994,02-11-2023,Female,65+,Los Angeles,CA,Organic Search,Active
1995,CUST-01995,02-10-2025,Female,35-44,Jacksonville,FL,Organic Search,Active
1996,CUST-01996,30-06-2023,Male,45-54,Houston,TX,Social Media,Active
1997,CUST-01997,16-11-2023,Male,35-44,Denver,CO,Organic Search,Active
1998,CUST-01998,13-12-2023,Female,35-44,Portland,OR,Paid Search,Active
1999,CUST-01999,25-08-2023,Male,25-34,Jacksonville,FL,Organic Search,Active
2000,CUST-02000,19-10-2025,Female,35-44,Los Angeles,CA,Paid Search,Active
2001,CUST-02001,28-04-2024,Male,55-64,Phoenix,AZ,Paid Search,Active
2002,CUST-02002,27-06-2023,Female,25-34,Washington,DC,Organic Search,Active
2003,CUST-02003,28-04-2025,Male,35-44,Fort Worth,TX,Social Media,Active
2004,CUST-02004,29-10-2024,Female,55-64,San Diego,CA,Direct,Active
2005,CUST-02005,19-08-2025,Female,25-34,Dallas,TX,Direct,Active
2006,CUST-02006,25-07-2023,Male,35-44,Houston,TX,Direct,Active
2007,CUST-02007,21-12-2023,Female,18-24,Fort Worth,TX,Organic Search,Active
2008,CUST-02008,05-10-2025,Prefer not to say,45-54,Dallas,TX,Social Media,Active
2009,CUST-02009,23-03-2025,Female,45-54,Boston,MA,Email,Active
2010,CUST-02010,05-12-2024,Male,35-44,Phoenix,AZ,Organic Search,Active
2011,CUST-02011,04-09-2025,Male,18-24,New York,NY,Email,Active
2012,CUST-02012,14-09-2023,Male,35-44,New York,NY,Referral,Active
2013,CUST-02013,04-06-2025,Female,25-34,San Antonio,TX,Paid Search,Active
2014,CUST-02014,27-08-2024,Female,35-44,Boston,MA,Organic Search,Active
2015,CUST-02015,27-07-2023,Female,35-44,San Diego,CA,Organic Search,Active
2016,CUST-02016,17-07-2025,Female,45-54,Atlanta,GA,Social Media,Active
2017,CUST-02017,08-07-2024,Male,35-44,Houston,TX,Email,Active
2018,CUST-02018,24-11-2023,Female,35-44,Fort Worth,TX,Paid Search,Active
2019,CUST-02019,23-11-2023,Male,18-24,Houston,TX,Direct,Inactive
2020,CUST-02020,24-10-2023,Female,45-54,Atlanta,GA,Social Media,Active
2021,CUST-02021,18-05-2024,Prefer not to say,18-24,Nashville,TN,Email,Active
2022,CUST-02022,18-09-2023,Female,25-34,Phoenix,AZ,Referral,Active
2023,CUST-02023,17-11-2025,Male,25-34,Washington,DC,Direct,Active
2024,CUST-02024,23-05-2025,Female,35-44,New York,NY,Direct,Active
2025,CUST-02025,01-07-2025,Male,25-34,Chicago,IL,Social Media,Active
2026,CUST-02026,21-09-2023,Male,25-34,Washington,DC,Organic Search,Inactive
2027,CUST-02027,14-10-2023,Female,25-34,Miami,FL,Paid Search,Active
2028,CUST-02028,08-07-2023,Male,35-44,Washington,DC,Organic Search,Active
2029,CUST-02029,23-02-2025,Female,35-44,Houston,TX,Organic Search,Active
2030,CUST-02030,27-09-2023,Female,25-34,Dallas,TX,Social Media,Active
2031,CUST-02031,18-10-2024,Female,45-54,Seattle,WA,Organic Search,Active
2032,CUST-02032,01-07-2023,Non-binary,25-34,Los Angeles,CA,Referral,Active
2033,CUST-02033,22-05-2025,Male,55-64,Phoenix,AZ,Direct,Active
2034,CUST-02034,21-11-2025,Female,35-44,San Diego,CA,Paid Search,Active
2035,CUST-02035,24-03-2025,Male,18-24,Chicago,IL,Social Media,Inactive
2036,CUST-02036,28-07-2025,Female,45-54,Los Angeles,CA,Paid Search,Active
2037,CUST-02037,10-09-2025,Male,25-34,Dallas,TX,Organic Search,Active
2038,CUST-02038,26-05-2024,Male,45-54,Jacksonville,FL,Paid Search,Active
2039,CUST-02039,17-09-2023,Female,35-44,Jacksonville,FL,Direct,Active
2040,CUST-02040,09-07-2023,Female,35-44,Phoenix,AZ,Paid Search,Active
2041,CUST-02041,16-11-2023,Non-binary,55-64,Miami,FL,Social Media,Active
2042,CUST-02042,07-07-2025,Male,35-44,Los Angeles,CA,Social Media,Active
2043,CUST-02043,17-01-2025,Male,25-34,Columbus,OH,Direct,Active
2044,CUST-02044,24-12-2023,Female,65+,Phoenix,AZ,Social Media,Active
2045,CUST-02045,08-08-2024,Male,35-44,Phoenix,AZ,Organic Search,Inactive
2046,CUST-02046,10-03-2025,Non-binary,35-44,Dallas,TX,Social Media,Active
2047,CUST-02047,23-04-2024,Male,25-34,Atlanta,GA,Organic Search,Inactive
2048,CUST-02048,19-08-2025,Male,55-64,Philadelphia,PA,Direct,Active
2049,CUST-02049,20-06-2023,Female,45-54,Phoenix,AZ,Paid Search,Active
2050,CUST-02050,14-09-2023,Female,25-34,Chicago,IL,Organic Search,Active
2051,CUST-02051,10-11-2023,Female,35-44,Boston,MA,Paid Search,Inactive
2052,CUST-02052,09-07-2024,Male,35-44,Austin,TX,Referral,Active
2053,CUST-02053,25-03-2025,Male,55-64,Chicago,IL,Social Media,Active
2054,CUST-02054,12-07-2025,Female,45-54,Austin,TX,Social Media,Active
2055,CUST-02055,10-07-2023,Male,65+,San Antonio,TX,Organic Search,Active
2056,CUST-02056,22-08-2023,Male,35-44,Los Angeles,CA,Direct,Active
2057,CUST-02057,23-03-2024,Male,35-44,Phoenix,AZ,Social Media,Active
2058,CUST-02058,15-03-2024,Female,45-54,Houston,TX,Direct,Active
2059,CUST-02059,11-11-2023,Female,35-44,Denver,CO,Direct,Active
2060,CUST-02060,04-09-2025,Female,45-54,Houston,TX,Paid Search,Inactive
2061,CUST-02061,01-07-2023,Male,25-34,Atlanta,GA,Paid Search,Active
2062,CUST-02062,22-11-2024,Female,18-24,Philadelphia,PA,Referral,Active
2063,CUST-02063,30-08-2024,Female,45-54,Las Vegas,NV,Organic Search,Active
2064,CUST-02064,29-10-2024,Male,55-64,Seattle,WA,Paid Search,Active
2065,CUST-02065,13-09-2025,Male,45-54,Chicago,IL,Social Media,Active
2066,CUST-02066,29-07-2025,Male,35-44,Philadelphia,PA,Referral,Active
2067,CUST-02067,07-09-2023,Male,55-64,Phoenix,AZ,Referral,Active
2068,CUST-02068,11-06-2024,Male,55-64,New York,NY,Email,Active
2069,CUST-02069,08-02-2024,Female,25-34,Columbus,OH,Referral,Active
2070,CUST-02070,25-12-2024,Male,35-44,San Diego,CA,Paid Search,Active
2071,CUST-02071,22-04-2025,Female,25-34,Boston,MA,Email,Active
2072,CUST-02072,04-11-2025,Male,35-44,Phoenix,AZ,Organic Search,Active
2073,CUST-02073,16-01-2024,Male,55-64,Phoenix,AZ,Email,Active
2074,CUST-02074,03-04-2024,Male,55-64,Dallas,TX,Paid Search,Active
2075,CUST-02075,29-06-2023,Female,35-44,San Diego,CA,Paid Search,Active
2076,CUST-02076,04-10-2023,Male,45-54,Houston,TX,Social Media,Active
2077,CUST-02077,31-03-2024,Female,45-54,San Diego,CA,Referral,Inactive
2078,CUST-02078,23-08-2025,Male,25-34,Jacksonville,FL,Organic Search,Inactive
2079,CUST-02079,17-11-2025,Non-binary,45-54,Columbus,OH,Social Media,Active
2080,CUST-02080,20-06-2023,Male,18-24,Las Vegas,NV,Paid Search,Active
2081,CUST-02081,10-06-2024,Female,25-34,Houston,TX,Social Media,Active
2082,CUST-02082,29-09-2025,Male,35-44,Jacksonville,FL,Referral,Active
2083,CUST-02083,22-03-2025,Female,35-44,New York,NY,Organic Search,Active
2084,CUST-02084,21-11-2024,Male,35-44,Chicago,IL,Social Media,Active
2085,CUST-02085,21-11-2023,Female,45-54,New York,NY,Organic Search,Active
2086,CUST-02086,05-07-2024,Male,25-34,Austin,TX,Email,Active
2087,CUST-02087,10-02-2025,Female,25-34,Philadelphia,PA,Social Media,Inactive
2088,CUST-02088,16-06-2023,Male,35-44,Washington,DC,Social Media,Active
2089,CUST-02089,24-08-2023,Prefer not to say,65+,Boston,MA,Referral,Active
2090,CUST-02090,08-09-2023,Female,45-54,Nashville,TN,Referral,Inactive
2091,CUST-02091,01-09-2023,Male,35-44,Jacksonville,FL,Paid Search,Active
2092,CUST-02092,12-11-2023,Male,45-54,Fort Worth,TX,Organic Search,Active
2093,CUST-02093,20-12-2024,Male,25-34,Austin,TX,Social Media,Active
2094,CUST-02094,06-03-2024,Male,25-34,San Diego,CA,Organic Search,Active
2095,CUST-02095,16-08-2024,Prefer not to say,18-24,Washington,DC,Direct,Inactive
2096,CUST-02096,09-11-2023,Male,45-54,Atlanta,GA,Direct,Active
2097,CUST-02097,19-02-2024,Male,55-64,Jacksonville,FL,Organic Search,Active
2098,CUST-02098,04-10-2024,Female,25-34,Phoenix,AZ,Paid Search,Active
2099,CUST-02099,27-04-2024,Male,35-44,Los Angeles,CA,Direct,Active
2100,CUST-02100,23-02-2025,Male,18-24,Las Vegas,NV,Social Media,Active
2101,CUST-02101,20-01-2024,Female,18-24,San Diego,CA,Paid Search,Active
2102,CUST-02102,16-02-2025,Female,25-34,San Jose,CA,Email,Active
2103,CUST-02103,28-01-2025,Male,45-54,Columbus,OH,Paid Search,Active
2104,CUST-02104,23-03-2024,Female,35-44,Chicago,IL,Email,Active
2105,CUST-02105,23-03-2024,Male,35-44,Phoenix,AZ,Organic Search,Active
2106,CUST-02106,30-09-2025,Male,25-34,Columbus,OH,Paid Search,Active
2107,CUST-02107,23-10-2025,Male,45-54,Columbus,OH,Organic Search,Active
2108,CUST-02108,10-08-2025,Male,35-44,San Diego,CA,Social Media,Active
2109,CUST-02109,08-06-2024,Female,25-34,San Antonio,TX,Paid Search,Active
2110,CUST-02110,19-01-2024,Male,25-34,Austin,TX,Social Media,Active
2111,CUST-02111,28-03-2025,Female,35-44,Las Vegas,NV,Direct,Active
2112,CUST-02112,31-01-2024,Female,35-44,Columbus,OH,Email,Active
2113,CUST-02113,04-12-2024,Female,25-34,Dallas,TX,Social Media,Active
2114,CUST-02114,28-04-2024,Non-binary,35-44,Columbus,OH,Organic Search,Active
2115,CUST-02115,07-09-2025,Female,35-44,Chicago,IL,Email,Active
2116,CUST-02116,29-06-2025,Male,45-54,Philadelphia,PA,Referral,Active
2117,CUST-02117,18-08-2023,Male,25-34,San Antonio,TX,Referral,Active
2118,CUST-02118,04-06-2025,Male,18-24,San Antonio,TX,Organic Search,Active
2119,CUST-02119,22-08-2023,Female,18-24,Columbus,OH,Referral,Active
2120,CUST-02120,05-01-2024,Male,65+,Miami,FL,Direct,Active
2121,CUST-02121,14-11-2025,Female,25-34,Columbus,OH,Email,Active
2122,CUST-02122,06-09-2024,Female,45-54,San Diego,CA,Organic Search,Active
2123,CUST-02123,27-11-2024,Female,45-54,Seattle,WA,Organic Search,Inactive
2124,CUST-02124,04-06-2024,Female,35-44,San Jose,CA,Paid Search,Active
2125,CUST-02125,29-06-2024,Female,25-34,Denver,CO,Organic Search,Active
2126,CUST-02126,24-03-2024,Male,55-64,New York,NY,Organic Search,Inactive
2127,CUST-02127,12-08-2024,Female,45-54,Washington,DC,Email,Active
2128,CUST-02128,19-10-2023,Female,35-44,Charlotte,NC,Social Media,Active
2129,CUST-02129,13-09-2023,Female,25-34,Columbus,OH,Paid Search,Active
2130,CUST-02130,11-04-2025,Female,35-44,Fort Worth,TX,Paid Search,Active
2131,CUST-02131,21-08-2025,Female,35-44,Denver,CO,Organic Search,Active
2132,CUST-02132,23-08-2025,Female,55-64,Los Angeles,CA,Email,Inactive
2133,CUST-02133,18-07-2023,Male,35-44,Fort Worth,TX,Direct,Active
2134,CUST-02134,24-06-2023,Male,45-54,Chicago,IL,Direct,Active
2135,CUST-02135,14-02-2024,Prefer not to say,25-34,Los Angeles,CA,Paid Search,Active
2136,CUST-02136,14-05-2025,Female,35-44,Washington,DC,Email,Active
2137,CUST-02137,31-05-2024,Male,35-44,Los Angeles,CA,Organic Search,Active
2138,CUST-02138,29-06-2024,Female,35-44,San Antonio,TX,Referral,Active
2139,CUST-02139,22-08-2023,Male,25-34,Portland,OR,Paid Search,Inactive
2140,CUST-02140,02-06-2023,Male,65+,Phoenix,AZ,Paid Search,Active
2141,CUST-02141,16-02-2024,Prefer not to say,25-34,Los Angeles,CA,Email,Active
2142,CUST-02142,15-11-2025,Male,25-34,Philadelphia,PA,Organic Search,Inactive
2143,CUST-02143,24-08-2023,Male,35-44,Charlotte,NC,Paid Search,Active
2144,CUST-02144,06-07-2025,Female,25-34,Fort Worth,TX,Direct,Active
2145,CUST-02145,26-08-2025,Male,25-34,New York,NY,Direct,Active
2146,CUST-02146,20-11-2023,Female,18-24,Atlanta,GA,Organic Search,Active
2147,CUST-02147,14-08-2024,Male,55-64,New York,NY,Paid Search,Inactive
2148,CUST-02148,15-12-2023,Female,35-44,Chicago,IL,Social Media,Active
2149,CUST-02149,10-10-2023,Male,45-54,Dallas,TX,Social Media,Active
2150,CUST-02150,01-03-2025,Male,35-44,Charlotte,NC,Organic Search,Active
2151,CUST-02151,02-02-2024,Female,45-54,Denver,CO,Paid Search,Active
2152,CUST-02152,17-11-2025,Female,45-54,Denver,CO,Email,Active
2153,CUST-02153,03-04-2025,Male,25-34,Philadelphia,PA,Referral,Active
2154,CUST-02154,20-10-2024,Male,35-44,San Jose,CA,Organic Search,Active
2155,CUST-02155,18-02-2024,Male,25-34,Charlotte,NC,Direct,Active
2156,CUST-02156,14-09-2025,Female,25-34,Nashville,TN,Organic Search,Active
2157,CUST-02157,28-09-2024,Male,45-54,Dallas,TX,Organic Search,Inactive
2158,CUST-02158,13-06-2024,Female,35-44,Dallas,TX,Organic Search,Inactive
2159,CUST-02159,06-09-2024,Male,35-44,Los Angeles,CA,Social Media,Active
2160,CUST-02160,26-09-2024,Male,35-44,Seattle,WA,Social Media,Active
2161,CUST-02161,15-01-2024,Male,18-24,Portland,OR,Paid Search,Active
2162,CUST-02162,23-08-2023,Female,45-54,San Diego,CA,Paid Search,Active
2163,CUST-02163,17-01-2024,Female,35-44,Denver,CO,Paid Search,Active
2164,CUST-02164,09-08-2023,Male,55-64,Austin,TX,Social Media,Active
2165,CUST-02165,20-03-2024,Male,45-54,Chicago,IL,Referral,Active
2166,CUST-02166,12-02-2025,Female,45-54,Fort Worth,TX,Paid Search,Active
2167,CUST-02167,29-09-2023,Male,45-54,Chicago,IL,Organic Search,Active
2168,CUST-02168,20-08-2024,Female,25-34,San Antonio,TX,Social Media,Active
2169,CUST-02169,29-02-2024,Male,25-34,Nashville,TN,Email,Active
2170,CUST-02170,05-06-2025,Male,25-34,Chicago,IL,Referral,Active
2171,CUST-02171,02-02-2025,Male,18-24,Houston,TX,Referral,Active
2172,CUST-02172,23-06-2024,Female,25-34,Denver,CO,Referral,Active
2173,CUST-02173,08-01-2024,Male,55-64,San Jose,CA,Social Media,Active
2174,CUST-02174,10-07-2023,Female,18-24,Philadelphia,PA,Social Media,Inactive
2175,CUST-02175,31-08-2024,Female,55-64,Miami,FL,Paid Search,Active
2176,CUST-02176,16-07-2024,Female,25-34,Washington,DC,Social Media,Active
2177,CUST-02177,29-09-2024,Female,65+,Boston,MA,Social Media,Active
2178,CUST-02178,29-06-2023,Female,25-34,Chicago,IL,Organic Search,Active
2179,CUST-02179,10-05-2025,Male,18-24,Los Angeles,CA,Organic Search,Active
2180,CUST-02180,18-03-2024,Male,25-34,Phoenix,AZ,Paid Search,Active
2181,CUST-02181,15-06-2025,Male,18-24,Denver,CO,Email,Active
2182,CUST-02182,17-01-2024,Female,35-44,Dallas,TX,Direct,Active
2183,CUST-02183,27-11-2024,Male,25-34,Houston,TX,Email,Active
2184,CUST-02184,16-10-2025,Male,25-34,Philadelphia,PA,Email,Active
2185,CUST-02185,08-12-2024,Female,55-64,Las Vegas,NV,Direct,Active
2186,CUST-02186,27-04-2024,Female,55-64,San Antonio,TX,Email,Inactive
2187,CUST-02187,02-07-2025,Male,35-44,Las Vegas,NV,Paid Search,Active
2188,CUST-02188,02-03-2024,Non-binary,35-44,Dallas,TX,Organic Search,Active
2189,CUST-02189,03-10-2023,Female,25-34,Chicago,IL,Referral,Active
2190,CUST-02190,09-12-2023,Female,25-34,Miami,FL,Email,Active
2191,CUST-02191,15-10-2023,Female,35-44,San Antonio,TX,Social Media,Active
2192,CUST-02192,23-01-2025,Non-binary,25-34,Fort Worth,TX,Organic Search,Active
2193,CUST-02193,11-11-2025,Male,25-34,Washington,DC,Email,Active
2194,CUST-02194,30-09-2023,Female,45-54,Boston,MA,Email,Active
2195,CUST-02195,26-04-2025,Male,25-34,Philadelphia,PA,Direct,Active
2196,CUST-02196,07-09-2023,Non-binary,25-34,Phoenix,AZ,Organic Search,Inactive
2197,CUST-02197,16-08-2025,Prefer not to say,55-64,Chicago,IL,Direct,Active
2198,CUST-02198,06-11-2023,Female,25-34,New York,NY,Paid Search,Active
2199,CUST-02199,30-01-2024,Female,55-64,Jacksonville,FL,Direct,Active
2200,CUST-02200,29-02-2024,Male,35-44,San Diego,CA,Email,Active
2201,CUST-02201,19-02-2024,Female,25-34,Fort Worth,TX,Organic Search,Active
2202,CUST-02202,21-06-2023,Male,35-44,Los Angeles,CA,Email,Active
2203,CUST-02203,21-04-2024,Female,45-54,Atlanta,GA,Direct,Active
2204,CUST-02204,02-02-2024,Female,35-44,Phoenix,AZ,Social Media,Active
2205,CUST-02205,15-07-2025,Female,25-34,New York,NY,Organic Search,Active
2206,CUST-02206,15-02-2025,Female,35-44,Phoenix,AZ,Social Media,Inactive
2207,CUST-02207,02-05-2024,Female,65+,Austin,TX,Email,Active
2208,CUST-02208,28-01-2024,Female,35-44,Jacksonville,FL,Organic Search,Active
2209,CUST-02209,08-03-2024,Male,25-34,San Diego,CA,Referral,Active
2210,CUST-02210,21-10-2023,Female,65+,Philadelphia,PA,Referral,Active
2211,CUST-02211,30-04-2025,Female,18-24,Boston,MA,Email,Active
2212,CUST-02212,05-06-2025,Female,25-34,New York,NY,Direct,Active
2213,CUST-02213,28-02-2024,Female,25-34,Atlanta,GA,Social Media,Active
2214,CUST-02214,24-07-2025,Female,45-54,New York,NY,Referral,Inactive
2215,CUST-02215,13-11-2024,Non-binary,25-34,Austin,TX,Organic Search,Active
2216,CUST-02216,11-03-2024,Non-binary,55-64,Los Angeles,CA,Referral,Active
2217,CUST-02217,11-06-2023,Female,45-54,San Jose,CA,Referral,Active
2218,CUST-02218,25-09-2025,Female,18-24,New York,NY,Social Media,Active
2219,CUST-02219,25-06-2023,Male,35-44,Phoenix,AZ,Organic Search,Inactive
2220,CUST-02220,17-10-2025,Male,25-34,New York,NY,Organic Search,Active
2221,CUST-02221,22-02-2024,Female,25-34,Denver,CO,Organic Search,Active
2222,CUST-02222,31-03-2025,Male,35-44,Austin,TX,Referral,Active
2223,CUST-02223,09-10-2024,Female,35-44,Philadelphia,PA,Email,Active
2224,CUST-02224,31-10-2024,Female,35-44,Philadelphia,PA,Organic Search,Active
2225,CUST-02225,23-02-2024,Male,65+,Washington,DC,Organic Search,Active
2226,CUST-02226,13-07-2024,Male,45-54,Columbus,OH,Email,Active
2227,CUST-02227,29-09-2024,Female,45-54,Washington,DC,Referral,Active
2228,CUST-02228,18-03-2024,Female,35-44,Las Vegas,NV,Organic Search,Active
2229,CUST-02229,10-11-2025,Female,25-34,Phoenix,AZ,Organic Search,Active
2230,CUST-02230,13-05-2025,Female,18-24,Las Vegas,NV,Referral,Active
2231,CUST-02231,08-09-2025,Male,18-24,Houston,TX,Social Media,Active
2232,CUST-02232,24-06-2025,Male,18-24,Chicago,IL,Paid Search,Inactive
2233,CUST-02233,27-06-2025,Male,25-34,San Diego,CA,Social Media,Active
2234,CUST-02234,04-05-2024,Female,55-64,Seattle,WA,Referral,Active
2235,CUST-02235,19-02-2025,Female,25-34,Portland,OR,Email,Active
2236,CUST-02236,25-02-2024,Female,45-54,Phoenix,AZ,Referral,Active
2237,CUST-02237,13-09-2024,Non-binary,18-24,Los Angeles,CA,Direct,Active
2238,CUST-02238,27-03-2025,Female,35-44,Los Angeles,CA,Organic Search,Active
2239,CUST-02239,19-12-2024,Male,45-54,Boston,MA,Social Media,Active
2240,CUST-02240,13-05-2024,Female,35-44,Jacksonville,FL,Organic Search,Active
2241,CUST-02241,08-06-2023,Male,18-24,Los Angeles,CA,Referral,Active
2242,CUST-02242,03-04-2024,Female,65+,Houston,TX,Organic Search,Active
2243,CUST-02243,09-06-2025,Female,55-64,Phoenix,AZ,Referral,Active
2244,CUST-02244,30-09-2023,Male,45-54,San Jose,CA,Social Media,Active
2245,CUST-02245,15-09-2023,Male,25-34,Dallas,TX,Email,Active
2246,CUST-02246,31-01-2025,Female,18-24,Seattle,WA,Referral,Active
2247,CUST-02247,18-08-2024,Male,35-44,Atlanta,GA,Referral,Active
2248,CUST-02248,12-06-2024,Female,25-34,Charlotte,NC,Social Media,Active
2249,CUST-02249,20-09-2025,Male,25-34,Miami,FL,Referral,Active
2250,CUST-02250,04-07-2024,Male,55-64,Columbus,OH,Direct,Active
2251,CUST-02251,28-09-2024,Male,45-54,Charlotte,NC,Paid Search,Active
2252,CUST-02252,24-03-2024,Male,35-44,Charlotte,NC,Email,Active
2253,CUST-02253,23-04-2024,Female,35-44,Portland,OR,Direct,Active
2254,CUST-02254,21-03-2025,Male,35-44,Dallas,TX,Paid Search,Active
2255,CUST-02255,02-11-2023,Female,25-34,San Jose,CA,Social Media,Active
2256,CUST-02256,04-04-2025,Female,55-64,Las Vegas,NV,Paid Search,Active
2257,CUST-02257,20-12-2024,Non-binary,25-34,New York,NY,Social Media,Active
2258,CUST-02258,14-06-2023,Female,35-44,San Diego,CA,Paid Search,Inactive
2259,CUST-02259,13-11-2024,Male,25-34,San Diego,CA,Paid Search,Active
2260,CUST-02260,20-12-2024,Female,55-64,Houston,TX,Direct,Active
2261,CUST-02261,05-06-2024,Female,35-44,Philadelphia,PA,Email,Active
2262,CUST-02262,08-07-2023,Male,55-64,San Diego,CA,Direct,Active
2263,CUST-02263,02-05-2025,Female,18-24,Los Angeles,CA,Email,Active
2264,CUST-02264,13-08-2024,Male,18-24,New York,NY,Paid Search,Active
2265,CUST-02265,12-06-2023,Female,35-44,Fort Worth,TX,Referral,Active
2266,CUST-02266,14-07-2024,Female,35-44,Atlanta,GA,Social Media,Active
2267,CUST-02267,28-05-2024,Female,25-34,Houston,TX,Organic Search,Active
2268,CUST-02268,12-11-2025,Male,18-24,San Diego,CA,Email,Active
2269,CUST-02269,25-03-2024,Female,55-64,Los Angeles,CA,Direct,Active
2270,CUST-02270,27-02-2025,Female,45-54,Houston,TX,Organic Search,Active
2271,CUST-02271,06-03-2025,Male,18-24,Chicago,IL,Referral,Inactive
2272,CUST-02272,21-10-2024,Male,25-34,Charlotte,NC,Direct,Active
2273,CUST-02273,29-10-2025,Male,35-44,Philadelphia,PA,Paid Search,Active
2274,CUST-02274,14-06-2025,Male,45-54,Houston,TX,Organic Search,Active
2275,CUST-02275,07-05-2024,Female,35-44,Washington,DC,Direct,Active
2276,CUST-02276,16-08-2024,Female,25-34,Dallas,TX,Direct,Active
2277,CUST-02277,05-03-2025,Prefer not to say,25-34,Miami,FL,Direct,Active
2278,CUST-02278,25-11-2023,Non-binary,35-44,Atlanta,GA,Paid Search,Inactive
2279,CUST-02279,17-11-2024,Male,18-24,Los Angeles,CA,Organic Search,Active
2280,CUST-02280,06-11-2023,Male,18-24,San Diego,CA,Social Media,Active
2281,CUST-02281,07-06-2023,Male,55-64,Boston,MA,Paid Search,Inactive
2282,CUST-02282,09-06-2024,Male,25-34,Charlotte,NC,Social Media,Active
2283,CUST-02283,03-10-2023,Male,35-44,San Diego,CA,Social Media,Active
2284,CUST-02284,27-03-2025,Male,45-54,Fort Worth,TX,Referral,Active
2285,CUST-02285,24-04-2024,Male,25-34,Chicago,IL,Organic Search,Active
