customer_id	customer_code	signup_date	gender	age_band	city	state	acquisition_channel	customer_status	has_eligible_purchase	eligible_order_count	monetary_value	first_eligible_order_date	last_eligible_order_date	recency_days	reference_date	eligibility_rule_applied
615	CUST-00615	2024-08-16	Female	55-64	Seattle	WA	Email	Active	1	2	1266.07	2025-02-20	2025-04-03	272	2025-12-31	is_eligible = 1 AND order_date >= signup_date
616	CUST-00616	2023-06-01	Non-binary	25-34	Phoenix	AZ	Organic Search	Active	1	1	2701.75	2024-05-14	2024-05-14	596	2025-12-31	is_eligible = 1 AND order_date >= signup_date
617	CUST-00617	2023-10-05	Male	25-34	Jacksonville	FL	Social Media	Active	1	1	1582.05	2024-05-15	2024-05-15	595	2025-12-31	is_eligible = 1 AND order_date >= signup_date
618	CUST-00618	2025-02-22	Female	35-44	Portland	OR	Paid Search	Active	1	7	10961.81	2025-03-07	2025-12-11	20	2025-12-31	is_eligible = 1 AND order_date >= signup_date
619	CUST-00619	2025-10-01	Female	45-54	San Antonio	TX	Social Media	Active	1	1	1286.02	2025-11-03	2025-11-03	58	2025-12-31	is_eligible = 1 AND order_date >= signup_date
620	CUST-00620	2023-12-17	Female	35-44	New York	NY	Referral	Active	1	8	13437.91	2024-02-03	2025-07-04	180	2025-12-31	is_eligible = 1 AND order_date >= signup_date
621	CUST-00621	2025-01-29	Female	25-34	Phoenix	AZ	Organic Search	Active	1	2	6612.84	2025-02-17	2025-11-01	60	2025-12-31	is_eligible = 1 AND order_date >= signup_date
622	CUST-00622	2023-09-21	Male	65+	Los Angeles	CA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
623	CUST-00623	2025-07-07	Male	18-24	Jacksonville	FL	Organic Search	Active	1	1	1027.76	2025-08-10	2025-08-10	143	2025-12-31	is_eligible = 1 AND order_date >= signup_date
624	CUST-00624	2023-08-11	Male	55-64	San Jose	CA	Organic Search	Active	1	14	17462.28	2024-03-31	2025-11-15	46	2025-12-31	is_eligible = 1 AND order_date >= signup_date
625	CUST-00625	2023-06-15	Male	25-34	Phoenix	AZ	Direct	Active	1	1	2565.56	2024-06-14	2024-06-14	565	2025-12-31	is_eligible = 1 AND order_date >= signup_date
626	CUST-00626	2023-09-07	Female	45-54	Dallas	TX	Email	Active	1	5	5686.31	2025-01-16	2025-12-08	23	2025-12-31	is_eligible = 1 AND order_date >= signup_date
627	CUST-00627	2025-02-04	Male	25-34	Portland	OR	Social Media	Inactive	1	1	579.74	2025-03-03	2025-03-03	303	2025-12-31	is_eligible = 1 AND order_date >= signup_date
628	CUST-00628	2024-04-16	Female	18-24	Houston	TX	Direct	Active	1	7	5767.63	2024-05-07	2025-12-05	26	2025-12-31	is_eligible = 1 AND order_date >= signup_date
629	CUST-00629	2025-10-05	Female	25-34	Fort Worth	TX	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
630	CUST-00630	2025-06-07	Male	25-34	Las Vegas	NV	Direct	Active	1	7	13466.56	2025-07-20	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
631	CUST-00631	2023-07-26	Female	25-34	Phoenix	AZ	Organic Search	Inactive	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
632	CUST-00632	2025-08-23	Male	55-64	Boston	MA	Organic Search	Active	1	7	10358.20	2025-08-31	2025-12-12	19	2025-12-31	is_eligible = 1 AND order_date >= signup_date
633	CUST-00633	2023-11-07	Female	25-34	Columbus	OH	Paid Search	Inactive	1	7	8239.19	2024-02-18	2025-11-07	54	2025-12-31	is_eligible = 1 AND order_date >= signup_date
634	CUST-00634	2023-06-01	Female	25-34	Seattle	WA	Social Media	Active	1	1	344.24	2025-09-22	2025-09-22	100	2025-12-31	is_eligible = 1 AND order_date >= signup_date
635	CUST-00635	2025-10-15	Female	25-34	Dallas	TX	Direct	Active	1	7	11244.37	2025-10-29	2025-12-30	1	2025-12-31	is_eligible = 1 AND order_date >= signup_date
636	CUST-00636	2024-08-14	Female	35-44	San Antonio	TX	Referral	Active	1	8	7177.12	2024-08-20	2025-09-19	103	2025-12-31	is_eligible = 1 AND order_date >= signup_date
637	CUST-00637	2025-06-24	Female	18-24	Los Angeles	CA	Social Media	Active	1	13	19558.77	2025-07-03	2025-12-07	24	2025-12-31	is_eligible = 1 AND order_date >= signup_date
638	CUST-00638	2023-12-22	Female	35-44	Dallas	TX	Organic Search	Active	1	14	8015.25	2024-01-25	2025-11-01	60	2025-12-31	is_eligible = 1 AND order_date >= signup_date
639	CUST-00639	2023-11-12	Female	35-44	Dallas	TX	Direct	Active	1	11	8126.91	2024-03-02	2025-09-14	108	2025-12-31	is_eligible = 1 AND order_date >= signup_date
640	CUST-00640	2025-05-27	Prefer not to say	25-34	Portland	OR	Referral	Active	1	2	2379.83	2025-05-27	2025-12-29	2	2025-12-31	is_eligible = 1 AND order_date >= signup_date
641	CUST-00641	2024-08-19	Male	45-54	Dallas	TX	Email	Active	1	7	20006.54	2024-08-22	2025-10-25	67	2025-12-31	is_eligible = 1 AND order_date >= signup_date
642	CUST-00642	2025-06-25	Female	45-54	New York	NY	Organic Search	Inactive	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
643	CUST-00643	2023-07-11	Female	35-44	Miami	FL	Referral	Active	1	1	791.25	2024-03-09	2024-03-09	662	2025-12-31	is_eligible = 1 AND order_date >= signup_date
644	CUST-00644	2025-06-16	Non-binary	35-44	Washington	DC	Referral	Active	1	7	8898.56	2025-07-14	2025-10-17	75	2025-12-31	is_eligible = 1 AND order_date >= signup_date
645	CUST-00645	2025-07-12	Female	65+	Portland	OR	Paid Search	Active	1	12	7169.59	2025-07-23	2025-11-29	32	2025-12-31	is_eligible = 1 AND order_date >= signup_date
646	CUST-00646	2023-11-08	Male	25-34	Las Vegas	NV	Organic Search	Active	1	1	1748.64	2024-01-04	2024-01-04	727	2025-12-31	is_eligible = 1 AND order_date >= signup_date
647	CUST-00647	2025-05-16	Female	25-34	Phoenix	AZ	Email	Active	1	1	1102.14	2025-05-24	2025-05-24	221	2025-12-31	is_eligible = 1 AND order_date >= signup_date
648	CUST-00648	2025-06-25	Male	35-44	Los Angeles	CA	Referral	Active	1	7	11842.80	2025-08-10	2025-12-11	20	2025-12-31	is_eligible = 1 AND order_date >= signup_date
649	CUST-00649	2025-04-25	Female	25-34	Austin	TX	Referral	Active	1	7	9100.58	2025-04-27	2025-12-09	22	2025-12-31	is_eligible = 1 AND order_date >= signup_date
650	CUST-00650	2024-10-19	Female	18-24	Phoenix	AZ	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
651	CUST-00651	2024-07-27	Female	35-44	San Jose	CA	Social Media	Active	1	7	5420.22	2024-09-08	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
652	CUST-00652	2023-12-14	Male	25-34	Houston	TX	Email	Active	1	1	6895.54	2024-04-11	2024-04-11	629	2025-12-31	is_eligible = 1 AND order_date >= signup_date
653	CUST-00653	2024-03-30	Male	25-34	Fort Worth	TX	Organic Search	Active	1	7	12171.21	2024-04-24	2025-12-20	11	2025-12-31	is_eligible = 1 AND order_date >= signup_date
654	CUST-00654	2025-08-29	Female	55-64	Los Angeles	CA	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
655	CUST-00655	2024-10-04	Female	25-34	Atlanta	GA	Email	Active	1	6	11101.61	2024-11-27	2025-12-20	11	2025-12-31	is_eligible = 1 AND order_date >= signup_date
656	CUST-00656	2023-12-13	Female	25-34	Nashville	TN	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
657	CUST-00657	2025-08-30	Male	45-54	San Diego	CA	Organic Search	Inactive	1	12	27647.88	2025-09-13	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
658	CUST-00658	2025-01-02	Male	35-44	Las Vegas	NV	Direct	Active	1	1	4246.75	2025-09-26	2025-09-26	96	2025-12-31	is_eligible = 1 AND order_date >= signup_date
659	CUST-00659	2024-11-23	Male	65+	Chicago	IL	Organic Search	Active	1	2	3048.03	2024-11-25	2025-06-29	185	2025-12-31	is_eligible = 1 AND order_date >= signup_date
660	CUST-00660	2024-03-07	Female	35-44	Houston	TX	Organic Search	Active	1	1	2067.72	2025-02-27	2025-02-27	307	2025-12-31	is_eligible = 1 AND order_date >= signup_date
661	CUST-00661	2024-01-14	Male	25-34	Miami	FL	Referral	Inactive	1	1	570.23	2024-01-15	2024-01-15	716	2025-12-31	is_eligible = 1 AND order_date >= signup_date
662	CUST-00662	2023-09-04	Female	25-34	Houston	TX	Referral	Active	1	1	2684.94	2024-05-03	2024-05-03	607	2025-12-31	is_eligible = 1 AND order_date >= signup_date
663	CUST-00663	2024-01-06	Female	25-34	Charlotte	NC	Social Media	Active	1	1	65.72	2024-01-21	2024-01-21	710	2025-12-31	is_eligible = 1 AND order_date >= signup_date
664	CUST-00664	2023-10-09	Male	35-44	Portland	OR	Organic Search	Active	1	7	9157.33	2024-09-13	2025-12-06	25	2025-12-31	is_eligible = 1 AND order_date >= signup_date
665	CUST-00665	2024-11-16	Male	35-44	Los Angeles	CA	Social Media	Active	1	2	1806.82	2025-04-01	2025-12-13	18	2025-12-31	is_eligible = 1 AND order_date >= signup_date
666	CUST-00666	2023-06-01	Female	65+	Washington	DC	Organic Search	Inactive	1	1	284.48	2024-03-16	2024-03-16	655	2025-12-31	is_eligible = 1 AND order_date >= signup_date
667	CUST-00667	2025-09-13	Prefer not to say	18-24	Philadelphia	PA	Direct	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
668	CUST-00668	2025-08-24	Male	18-24	Austin	TX	Organic Search	Active	1	12	10897.62	2025-09-12	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
669	CUST-00669	2025-08-31	Female	35-44	Phoenix	AZ	Paid Search	Active	1	8	18349.82	2025-09-10	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
670	CUST-00670	2023-06-18	Male	25-34	San Antonio	TX	Email	Active	1	1	760.93	2024-02-21	2024-02-21	679	2025-12-31	is_eligible = 1 AND order_date >= signup_date
671	CUST-00671	2023-11-14	Male	25-34	New York	NY	Direct	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
672	CUST-00672	2024-05-06	Non-binary	25-34	Los Angeles	CA	Organic Search	Active	1	7	8727.63	2024-05-07	2025-08-18	135	2025-12-31	is_eligible = 1 AND order_date >= signup_date
673	CUST-00673	2025-10-12	Female	25-34	Seattle	WA	Paid Search	Active	1	8	13603.83	2025-10-16	2025-12-19	12	2025-12-31	is_eligible = 1 AND order_date >= signup_date
674	CUST-00674	2023-08-29	Female	18-24	Chicago	IL	Paid Search	Active	1	7	19417.63	2024-03-26	2025-07-19	165	2025-12-31	is_eligible = 1 AND order_date >= signup_date
675	CUST-00675	2025-10-03	Female	65+	Portland	OR	Paid Search	Active	1	1	574.48	2025-10-04	2025-10-04	88	2025-12-31	is_eligible = 1 AND order_date >= signup_date
676	CUST-00676	2025-03-19	Male	45-54	Fort Worth	TX	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
677	CUST-00677	2023-09-13	Male	35-44	San Jose	CA	Direct	Active	1	2	3868.68	2025-04-02	2025-08-06	147	2025-12-31	is_eligible = 1 AND order_date >= signup_date
678	CUST-00678	2025-02-01	Female	25-34	Houston	TX	Paid Search	Active	1	8	15410.14	2025-04-02	2025-12-22	9	2025-12-31	is_eligible = 1 AND order_date >= signup_date
679	CUST-00679	2023-11-29	Female	55-64	Philadelphia	PA	Organic Search	Active	1	1	3503.79	2024-06-18	2024-06-18	561	2025-12-31	is_eligible = 1 AND order_date >= signup_date
680	CUST-00680	2023-06-01	Male	55-64	Fort Worth	TX	Email	Active	1	1	3795.87	2024-01-25	2024-01-25	706	2025-12-31	is_eligible = 1 AND order_date >= signup_date
681	CUST-00681	2023-11-20	Female	35-44	Washington	DC	Email	Active	1	8	12499.33	2024-02-08	2025-11-17	44	2025-12-31	is_eligible = 1 AND order_date >= signup_date
682	CUST-00682	2025-06-29	Male	35-44	Boston	MA	Direct	Active	1	1	2314.31	2025-09-09	2025-09-09	113	2025-12-31	is_eligible = 1 AND order_date >= signup_date
683	CUST-00683	2025-10-04	Male	55-64	Fort Worth	TX	Paid Search	Inactive	1	1	1621.37	2025-10-14	2025-10-14	78	2025-12-31	is_eligible = 1 AND order_date >= signup_date
684	CUST-00684	2025-07-12	Female	45-54	Dallas	TX	Organic Search	Active	1	1	301.81	2025-08-08	2025-08-08	145	2025-12-31	is_eligible = 1 AND order_date >= signup_date
685	CUST-00685	2024-09-22	Male	35-44	Fort Worth	TX	Paid Search	Active	1	7	11186.69	2024-11-16	2025-11-17	44	2025-12-31	is_eligible = 1 AND order_date >= signup_date
686	CUST-00686	2025-04-08	Female	45-54	Jacksonville	FL	Email	Active	1	2	1561.25	2025-05-04	2025-08-03	150	2025-12-31	is_eligible = 1 AND order_date >= signup_date
687	CUST-00687	2025-06-22	Male	45-54	San Jose	CA	Email	Active	1	8	10344.11	2025-07-20	2025-12-13	18	2025-12-31	is_eligible = 1 AND order_date >= signup_date
688	CUST-00688	2025-10-21	Male	25-34	Nashville	TN	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
689	CUST-00689	2025-03-06	Female	25-34	Phoenix	AZ	Paid Search	Active	1	6	10988.84	2025-05-03	2025-11-28	33	2025-12-31	is_eligible = 1 AND order_date >= signup_date
690	CUST-00690	2023-08-21	Male	45-54	Los Angeles	CA	Email	Inactive	1	1	2390.83	2024-03-08	2024-03-08	663	2025-12-31	is_eligible = 1 AND order_date >= signup_date
691	CUST-00691	2024-03-02	Prefer not to say	25-34	Philadelphia	PA	Paid Search	Active	1	1	287.38	2024-04-28	2024-04-28	612	2025-12-31	is_eligible = 1 AND order_date >= signup_date
692	CUST-00692	2023-12-13	Male	45-54	Miami	FL	Direct	Active	1	1	4435.22	2024-04-19	2024-04-19	621	2025-12-31	is_eligible = 1 AND order_date >= signup_date
693	CUST-00693	2023-11-28	Male	35-44	Houston	TX	Organic Search	Active	1	13	17681.60	2024-01-05	2025-09-22	100	2025-12-31	is_eligible = 1 AND order_date >= signup_date
694	CUST-00694	2023-10-21	Female	35-44	Phoenix	AZ	Organic Search	Active	1	2	1043.66	2025-02-06	2025-04-17	258	2025-12-31	is_eligible = 1 AND order_date >= signup_date
695	CUST-00695	2023-12-11	Male	65+	Philadelphia	PA	Paid Search	Active	1	12	23793.71	2024-03-06	2025-12-06	25	2025-12-31	is_eligible = 1 AND order_date >= signup_date
696	CUST-00696	2025-05-14	Male	35-44	Columbus	OH	Email	Active	1	8	5332.48	2025-05-22	2025-12-11	20	2025-12-31	is_eligible = 1 AND order_date >= signup_date
697	CUST-00697	2023-07-17	Female	35-44	San Antonio	TX	Organic Search	Active	1	1	1380.83	2024-02-18	2024-02-18	682	2025-12-31	is_eligible = 1 AND order_date >= signup_date
698	CUST-00698	2025-06-17	Male	45-54	Fort Worth	TX	Referral	Active	1	8	8643.34	2025-06-26	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
699	CUST-00699	2025-11-15	Female	65+	New York	NY	Referral	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
700	CUST-00700	2025-04-12	Male	18-24	New York	NY	Direct	Active	1	6	13188.83	2025-05-16	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
701	CUST-00701	2024-05-02	Non-binary	35-44	Chicago	IL	Referral	Active	1	2	2965.11	2024-11-04	2025-12-14	17	2025-12-31	is_eligible = 1 AND order_date >= signup_date
702	CUST-00702	2024-07-18	Male	18-24	Miami	FL	Referral	Active	1	1	1564.08	2025-11-21	2025-11-21	40	2025-12-31	is_eligible = 1 AND order_date >= signup_date
703	CUST-00703	2024-09-27	Female	55-64	San Jose	CA	Social Media	Active	1	8	8006.78	2024-10-29	2025-11-21	40	2025-12-31	is_eligible = 1 AND order_date >= signup_date
704	CUST-00704	2024-01-06	Female	65+	Nashville	TN	Email	Active	1	1	286.68	2024-01-16	2024-01-16	715	2025-12-31	is_eligible = 1 AND order_date >= signup_date
705	CUST-00705	2023-08-28	Female	65+	Columbus	OH	Paid Search	Active	1	2	1520.40	2024-11-19	2025-02-23	311	2025-12-31	is_eligible = 1 AND order_date >= signup_date
706	CUST-00706	2025-05-27	Male	55-64	Philadelphia	PA	Organic Search	Active	1	12	13849.38	2025-06-08	2025-12-23	8	2025-12-31	is_eligible = 1 AND order_date >= signup_date
707	CUST-00707	2023-11-28	Female	35-44	Phoenix	AZ	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
708	CUST-00708	2024-05-22	Female	65+	Charlotte	NC	Email	Active	1	1	74.26	2024-10-04	2024-10-04	453	2025-12-31	is_eligible = 1 AND order_date >= signup_date
709	CUST-00709	2024-03-27	Male	35-44	Boston	MA	Email	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
710	CUST-00710	2023-09-20	Female	25-34	Denver	CO	Paid Search	Active	1	1	1718.29	2025-06-04	2025-06-04	210	2025-12-31	is_eligible = 1 AND order_date >= signup_date
711	CUST-00711	2023-07-26	Male	55-64	Charlotte	NC	Paid Search	Active	1	1	1881.68	2024-01-24	2024-01-24	707	2025-12-31	is_eligible = 1 AND order_date >= signup_date
712	CUST-00712	2023-07-15	Female	55-64	Chicago	IL	Organic Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
713	CUST-00713	2024-03-14	Female	65+	Boston	MA	Direct	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
714	CUST-00714	2023-10-22	Male	45-54	New York	NY	Organic Search	Active	1	8	9106.34	2024-02-10	2025-11-20	41	2025-12-31	is_eligible = 1 AND order_date >= signup_date
715	CUST-00715	2025-05-11	Male	35-44	San Diego	CA	Referral	Active	1	1	380.57	2025-05-14	2025-05-14	231	2025-12-31	is_eligible = 1 AND order_date >= signup_date
716	CUST-00716	2024-11-04	Female	18-24	San Diego	CA	Paid Search	Active	1	11	24302.30	2025-02-07	2025-12-20	11	2025-12-31	is_eligible = 1 AND order_date >= signup_date
717	CUST-00717	2023-11-06	Male	25-34	New York	NY	Social Media	Active	1	1	1482.49	2024-06-25	2024-06-25	554	2025-12-31	is_eligible = 1 AND order_date >= signup_date
718	CUST-00718	2023-10-08	Female	45-54	Atlanta	GA	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
719	CUST-00719	2024-08-25	Non-binary	18-24	San Antonio	TX	Organic Search	Active	1	6	11598.56	2024-10-25	2025-12-17	14	2025-12-31	is_eligible = 1 AND order_date >= signup_date
720	CUST-00720	2025-03-21	Male	18-24	Washington	DC	Social Media	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
721	CUST-00721	2024-09-07	Female	35-44	Seattle	WA	Direct	Inactive	1	8	7009.48	2024-09-13	2025-12-08	23	2025-12-31	is_eligible = 1 AND order_date >= signup_date
722	CUST-00722	2024-12-01	Male	35-44	New York	NY	Organic Search	Active	1	2	2547.73	2025-05-29	2025-12-14	17	2025-12-31	is_eligible = 1 AND order_date >= signup_date
723	CUST-00723	2024-10-21	Female	45-54	Columbus	OH	Social Media	Inactive	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
724	CUST-00724	2024-03-19	Male	35-44	Dallas	TX	Social Media	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
725	CUST-00725	2024-10-18	Female	25-34	Austin	TX	Organic Search	Active	1	2	9267.39	2024-11-25	2025-07-18	166	2025-12-31	is_eligible = 1 AND order_date >= signup_date
726	CUST-00726	2024-08-27	Prefer not to say	45-54	Los Angeles	CA	Social Media	Active	1	2	1027.52	2025-05-09	2025-07-29	155	2025-12-31	is_eligible = 1 AND order_date >= signup_date
727	CUST-00727	2025-07-02	Male	25-34	Boston	MA	Email	Inactive	1	8	5957.75	2025-08-13	2025-12-24	7	2025-12-31	is_eligible = 1 AND order_date >= signup_date
728	CUST-00728	2024-11-27	Male	35-44	Los Angeles	CA	Social Media	Active	1	2	3902.37	2025-02-19	2025-05-01	244	2025-12-31	is_eligible = 1 AND order_date >= signup_date
729	CUST-00729	2024-03-31	Female	25-34	Denver	CO	Referral	Active	1	14	24742.08	2024-08-01	2025-12-02	29	2025-12-31	is_eligible = 1 AND order_date >= signup_date
730	CUST-00730	2024-01-18	Male	25-34	Philadelphia	PA	Organic Search	Active	1	1	61.78	2024-03-27	2024-03-27	644	2025-12-31	is_eligible = 1 AND order_date >= signup_date
731	CUST-00731	2024-04-26	Female	25-34	Philadelphia	PA	Direct	Active	1	13	16391.81	2024-07-15	2025-10-12	80	2025-12-31	is_eligible = 1 AND order_date >= signup_date
732	CUST-00732	2025-06-15	Female	65+	Washington	DC	Paid Search	Inactive	1	8	14086.81	2025-07-05	2025-12-27	4	2025-12-31	is_eligible = 1 AND order_date >= signup_date
733	CUST-00733	2023-11-19	Male	55-64	Los Angeles	CA	Referral	Active	1	2	1628.48	2024-09-20	2025-12-13	18	2025-12-31	is_eligible = 1 AND order_date >= signup_date
734	CUST-00734	2025-08-26	Male	35-44	Charlotte	NC	Paid Search	Active	0	0	0.00	NULL	NULL	NULL	2025-12-31	is_eligible = 1 AND order_date >= signup_date
735	CUST-00735	2024-11-09	Male	25-34	Chicago	IL	Paid Search	Active	1	2	2660.65	2025-01-26	2025-08-25	128	2025-12-31	is_eligible = 1 AND order_date >= signup_date
736	CUST-00736	2024-07-15	Female	65+	Los Angeles	CA	Email	Active	1	1	563.76	2025-12-28	2025-12-28	3	2025-12-31	is_eligible = 1 AND order_date >= signup_date
737	CUST-00737	2023-08-11	Male	18-24	Chicago	IL	Paid Search	Active	1	2	1284.66	2024-06-24	2025-10-19	73	2025-12-31	is_eligible = 1 AND order_date >= signup_date
738	CUST-00738	2024-01-16	Female	25-34	Washington	DC	Paid Search	Active	1	7	8344.23	2024-08-05	2025-11-02	59	2025-12-31	is_eligible = 1 AND order_date >= signup_date
739	CUST-00739	2023-09-06	Female	35-44	San Antonio	TX	Social Media	Active	1	8	12735.24	2024-05-16	2025-12-25	6	2025-12-31	is_eligible = 1 AND order_date >= signup_date
740	CUST-00740	2023-07-26	Non-binary	65+	Houston	TX	Email	Active	1	8	15073.48	2024-03-13	2025-12-09	22	2025-12-31	is_eligible = 1 AND order_date >= signup_date
741	CUST-00741	2023-06-29	Female	45-54	Jacksonville	FL	Organic Search	Active	1	1	975.26	2024-06-12	2024-06-12	567	2025-12-31	is_eligible = 1 AND order_date >= signup_date
742	CUST-00742	2025-01-11	Male	18-24	Phoenix	AZ	Referral	Active	1	7	10079.89	2025-02-14	2025-12-16	15	2025-12-31	is_eligible = 1 AND order_date >= signup_date
743	CUST-00743	2024-12-12	Male	18-24	San Diego	CA	Paid Search	Active	1	6	6573.24	2025-07-20	2025-12-20	11	2025-12-31	is_eligible = 1 AND order_date >= signup_date
744	CUST-00744	2024-01-13	Male	35-44	San Jose	CA	Paid Search	Active	1	1	239.78	2024-02-24	2024-02-24	676	2025-12-31	is_eligible = 1 AND order_date >= signup_date
745	CUST-00745	2024-04-03	Male	25-34	Chicago	IL	Referral	Active	1	2	2822.03	2024-05-30	2024-10-12	445	2025-12-31	is_eligible = 1 AND order_date >= signup_date
746	CUST-00746	2025-08-14	Male	25-34	Chicago	IL	Social Media	Active	1	1	2816.47	2025-10-17	2025-10-17	75	2025-12-31	is_eligible = 1 AND order_date >= signup_date
747	CUST-00747	2023-08-22	Male	35-44	Houston	TX	Referral	Active	1	1	1920.93	2024-03-11	2024-03-11	660	2025-12-31	is_eligible = 1 AND order_date >= signup_date
748	CUST-00748	2024-05-18	Male	35-44	Las Vegas	NV	Paid Search	Active	1	2	350.06	2024-11-22	2025-05-09	236	2025-12-31	is_eligible = 1 AND order_date >= signup_date
749	CUST-00749	2024-03-23	Male	55-64	San Antonio	TX	Paid Search	Active	1	1	1747.63	2024-04-28	2024-04-28	612	2025-12-31	is_eligible = 1 AND order_date >= signup_date
750	CUST-00750	2023-08-20	Female	55-64	New York	NY	Referral	Inactive	1	1	164.73	2024-05-21	2024-05-21	589	2025-12-31	is_eligible = 1 AND order_date >= signup_date
751	CUST-00751	2025-09-01	Male	25-34	Nashville	TN	Organic Search	Inactive	1	7	6860.84	2025-09-05	2025-12-02	29	2025-12-31	is_eligible = 1 AND order_date >= signup_date
752	CUST-00752	2023-06-14	Female	18-24	Columbus	OH	Referral	Active	1	1	472.44	2024-06-05	2024-06-05	574	2025-12-31	is_eligible = 1 AND order_date >= signup_date
753	CUST-00753	2025-01-11	Male	25-34	Fort Worth	TX	Organic Search	Active	1	2	1986.31	2025-05-21	2025-10-20	72	2025-12-31	is_eligible = 1 AND order_date >= signup_date
754	CUST-00754	2024-04-22	Female	18-24	Washington	DC	Organic Search	Active	1	2	2872.51	2025-03-25	2025-08-12	141	2025-12-31	is_eligible = 1 AND order_date >= signup_date
755	CUST-00755	2023-12-14	Female	45-54	Los Angeles	CA	Email	Active	1	6	6195.93	2024-01-20	2025-12-12	19	2025-12-31	is_eligible = 1 AND order_date >= signup_date
756	CUST-00756	2023-06-30	Male	35-44	Philadelphia	PA	Organic Search	Active	1	1	884.45	2024-04-17	2024-04-17	623	2025-12-31	is_eligible = 1 AND order_date >= signup_date
757	CUST-00757	2024-09-22	Female	65+	Los Angeles	CA	Organic Search	Active	1	1	2737.46	2024-12-23	2024-12-23	373	2025-12-31	is_eligible = 1 AND order_date >= signup_date
758	CUST-00758	2024-12-31	Male	18-24	Philadelphia	PA	Social Media	Active	1	7	8990.37	2025-02-23	2025-12-04	27	2025-12-31	is_eligible = 1 AND order_date >= signup_date
759	CUST-00759	2023-07-22	Female	45-54	Dallas	TX	Social Media	Inactive	1	13	39527.70	2024-02-02	2025-11-26	35	2025-12-31	is_eligible = 1 AND order_date >= signup_date
760	CUST-00760	2024-10-25	Non-binary	35-44	Los Angeles	CA	Email	Active	1	6	8522.86	2025-01-13	2025-12-14	17	2025-12-31	is_eligible = 1 AND order_date >= signup_date
761	CUST-00761	2023-08-15	Male	35-44	San Antonio	TX	Organic Search	Active	1	1	4779.54	2024-06-21	2024-06-21	558	2025-12-31	is_eligible = 1 AND order_date >= signup_date
762	CUST-00762	2025-06-23	Female	65+	New York	NY	Paid Search	Active	1	1	622.49	2025-07-04	2025-07-04	180	2025-12-31	is_eligible = 1 AND order_date >= signup_date
763	CUST-00763	2025-07-29	Prefer not to say	65+	Phoenix	AZ	Social Media	Inactive	1	1	366.79	2025-12-30	2025-12-30	1	2025-12-31	is_eligible = 1 AND order_date >= signup_date
764	CUST-00764	2024-04-16	Female	45-54	Atlanta	GA	Direct	Active	1	1	303.84	2024-11-08	2024-11-08	418	2025-12-31	is_eligible = 1 AND order_date >= signup_date
765	CUST-00765	2023-09-24	Non-binary	45-54	San Diego	CA	Paid Search	Active	1	1	763.55	2024-05-19	2024-05-19	591	2025-12-31	is_eligible = 1 AND order_date >= signup_date
