eligible_orders	eligible_customers	eligible_revenue	zero_purchase_customers	repeat_customers	period_repeat_retention_rate	month_1_retained_customers	complete_month_1_cohort_customers	weighted_month_1_retention_rate	high_risk_customers	medium_risk_customers	low_risk_customers	churn_candidates	chronology_exception_orders	chronology_exception_customers	reference_date	lifecycle_rule	risk_score_note
35017	7069	53997988.41	931	4745	67.12	1735	6927	25.05	2647	1305	3117	2491	557	404	2025-12-31	is_eligible = 1 AND order_date >= signup_date	Risk score is deterministic SQL behavior scoring, not machine-learning prediction
order_month	eligible_orders	monthly_active_customers	new_customers	returning_customers	monthly_repeat_customer_rate	eligible_revenue	average_order_value
2024-01-01	459	436	436	0	0.00	802889.32	1749.21
2024-02-01	523	491	434	57	11.61	839214.43	1604.62
2024-03-01	589	553	448	105	18.99	929902.96	1578.78
2024-04-01	644	612	462	150	24.51	1053726.61	1636.22
2024-05-01	756	691	479	212	30.68	1142823.73	1511.67
2024-06-01	764	701	433	268	38.23	1185565.98	1551.79
2024-07-01	651	564	222	342	60.64	987934.06	1517.56
2024-08-01	716	623	236	387	62.12	1193226.56	1666.52
2024-09-01	739	643	221	422	65.63	1181735.48	1599.10
2024-10-01	873	764	242	522	68.32	1351634.44	1548.26
2024-11-01	939	796	226	570	71.61	1448201.60	1542.28
2024-12-01	1080	901	260	641	71.14	1692313.27	1566.96
2025-01-01	1223	1027	267	760	74.00	1957249.73	1600.37
2025-02-01	1205	1011	258	753	74.48	1823306.55	1513.12
2025-03-01	1433	1171	280	891	76.09	2112726.27	1474.34
2025-04-01	1596	1316	345	971	73.78	2438223.35	1527.71
2025-05-01	1923	1589	434	1155	72.69	2912681.04	1514.65
2025-06-01	1732	1348	167	1181	87.61	2622832.96	1514.34
2025-07-01	2050	1548	198	1350	87.21	3134311.97	1528.93
2025-08-01	2227	1631	202	1429	87.61	3434467.86	1542.19
2025-09-01	2535	1737	231	1506	86.70	3938207.37	1553.53
2025-10-01	2960	1943	211	1732	89.14	4498209.72	1519.67
2025-11-01	3483	2066	235	1831	88.63	5380204.65	1544.70
2025-12-01	3917	2078	142	1936	93.17	5936398.50	1515.55
rfm_segment	customers	customer_percentage	average_customer_value	average_recency_days	average_frequency
Needs Attention	2655	37.56	2375.46	418.51	1.54
Champions	1743	24.66	16981.76	21.88	10.22
Loyal Customers	943	13.34	9517.25	56.52	7.63
At Risk	760	10.75	3105.86	268.43	2.38
Potential Loyalists	641	9.07	6141.28	24.43	4.09
High Value At Risk	201	2.84	13096.07	208.33	6.88
New Customers	126	1.78	1490.79	26.92	1.00
risk_band	customers	customer_percentage	churn_candidates	inactive_90_plus	average_behavioral_risk_score
High Risk	2647	37.45	2401	2647	87.52
Medium Risk	1305	18.46	90	796	53.55
Low Risk	3117	44.09	0	25	10.38
intervention_priority	customers	customer_percentage	monetary_value	churn_candidates
High Value Intervention	497	7.03	6739084.13	108
Standard Intervention	3455	48.88	7239398.04	2383
Monitor / Engage	3117	44.09	40019506.24	0
cohort_month	cohort_size	month_1_retained_customers	month_1_retention_rate
2024-01-01	436	57	13.07
2024-02-01	434	47	10.83
2024-03-01	448	51	11.38
2024-04-01	462	46	9.96
2024-05-01	479	46	9.60
2024-06-01	433	50	11.55
2024-07-01	222	52	23.42
2024-08-01	236	59	25.00
2024-09-01	221	55	24.89
2024-10-01	242	60	24.79
2024-11-01	226	42	18.58
2024-12-01	260	77	29.62
2025-01-01	267	63	23.60
2025-02-01	258	53	20.54
2025-03-01	280	69	24.64
2025-04-01	345	99	28.70
2025-05-01	434	105	24.19
2025-06-01	167	100	59.88
2025-07-01	198	118	59.60
2025-08-01	202	109	53.96
2025-09-01	231	139	60.17
2025-10-01	211	117	55.45
2025-11-01	235	121	51.49
cohort_month	activity_month	elapsed_month	cohort_size	retained_customers	retention_rate	observation_complete
2969	CUST-02969	Las Vegas	NV	Social Media	High Risk	91	1	Standard Intervention	226	2	2031.93	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4053	CUST-04053	Dallas	TX	Organic Search	High Risk	91	1	Standard Intervention	363	2	1991.59	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
264	CUST-00264	Nashville	TN	Organic Search	High Risk	91	1	Standard Intervention	398	2	1981.65	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4314	CUST-04314	Charlotte	NC	Organic Search	High Risk	91	1	Standard Intervention	261	2	1975.60	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7775	CUST-07775	San Diego	CA	Direct	High Risk	91	1	Standard Intervention	431	2	1964.99	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1088	CUST-01088	New York	NY	Email	High Risk	91	1	Standard Intervention	269	2	1962.80	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7487	CUST-07487	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	417	2	1961.19	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7516	CUST-07516	Seattle	WA	Direct	High Risk	91	1	Standard Intervention	228	2	1960.61	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2833	CUST-02833	Jacksonville	FL	Organic Search	High Risk	91	1	Standard Intervention	249	2	1940.12	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3658	CUST-03658	San Diego	CA	Social Media	High Risk	91	1	Standard Intervention	265	2	1939.79	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1230	CUST-01230	Nashville	TN	Direct	High Risk	91	1	Standard Intervention	467	2	1892.92	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3898	CUST-03898	Columbus	OH	Paid Search	High Risk	91	1	Standard Intervention	516	2	1883.05	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
587	CUST-00587	San Diego	CA	Organic Search	High Risk	91	1	Standard Intervention	341	2	1874.91	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4945	CUST-04945	Chicago	IL	Direct	High Risk	91	1	Standard Intervention	652	2	1869.28	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7223	CUST-07223	New York	NY	Paid Search	High Risk	91	1	Standard Intervention	332	2	1863.30	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1581	CUST-01581	Fort Worth	TX	Organic Search	High Risk	91	1	Standard Intervention	245	2	1861.06	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5462	CUST-05462	Charlotte	NC	Organic Search	High Risk	91	1	Standard Intervention	213	2	1860.34	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3545	CUST-03545	Las Vegas	NV	Referral	High Risk	91	1	Standard Intervention	339	2	1851.44	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6258	CUST-06258	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	228	2	1838.14	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5470	CUST-05470	Nashville	TN	Email	High Risk	91	1	Standard Intervention	236	2	1832.43	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1450	CUST-01450	San Diego	CA	Email	High Risk	91	1	Standard Intervention	290	2	1827.06	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2031	CUST-02031	Seattle	WA	Organic Search	High Risk	91	1	Standard Intervention	320	2	1820.86	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3871	CUST-03871	Nashville	TN	Direct	High Risk	91	1	Standard Intervention	446	2	1819.21	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7548	CUST-07548	New York	NY	Social Media	High Risk	91	1	Standard Intervention	320	2	1816.22	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6022	CUST-06022	Houston	TX	Paid Search	High Risk	91	1	Standard Intervention	289	2	1814.84	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6675	CUST-06675	Jacksonville	FL	Email	High Risk	91	1	Standard Intervention	452	2	1806.01	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7155	CUST-07155	Austin	TX	Direct	High Risk	91	1	Standard Intervention	351	2	1772.04	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2769	CUST-02769	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	322	2	1730.37	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4205	CUST-04205	San Diego	CA	Organic Search	High Risk	91	1	Standard Intervention	237	2	1726.22	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6059	CUST-06059	San Jose	CA	Paid Search	High Risk	91	1	Standard Intervention	488	2	1711.40	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2613	CUST-02613	Dallas	TX	Paid Search	High Risk	91	1	Standard Intervention	255	2	1693.33	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4366	CUST-04366	Phoenix	AZ	Referral	High Risk	91	1	Standard Intervention	535	2	1673.61	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4578	CUST-04578	Phoenix	AZ	Organic Search	High Risk	91	1	Standard Intervention	233	2	1658.19	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7484	CUST-07484	Chicago	IL	Organic Search	High Risk	91	1	Standard Intervention	263	2	1654.64	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6409	CUST-06409	Dallas	TX	Social Media	High Risk	91	1	Standard Intervention	199	2	1653.30	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2085	CUST-02085	New York	NY	Organic Search	High Risk	91	1	Standard Intervention	427	2	1652.67	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4309	CUST-04309	Charlotte	NC	Organic Search	High Risk	91	1	Standard Intervention	241	2	1649.97	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
397	CUST-00397	San Antonio	TX	Organic Search	High Risk	91	1	Standard Intervention	534	2	1643.40	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2071	CUST-02071	Boston	MA	Email	High Risk	91	1	Standard Intervention	205	2	1626.47	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3603	CUST-03603	Chicago	IL	Email	High Risk	91	1	Standard Intervention	234	2	1623.61	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5240	CUST-05240	Las Vegas	NV	Social Media	High Risk	91	1	Standard Intervention	274	2	1615.49	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7975	CUST-07975	Philadelphia	PA	Paid Search	High Risk	91	1	Standard Intervention	271	2	1614.00	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
477	CUST-00477	Boston	MA	Direct	High Risk	91	1	Standard Intervention	326	2	1612.39	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
270	CUST-00270	Las Vegas	NV	Email	High Risk	91	1	Standard Intervention	261	2	1607.13	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
780	CUST-00780	Chicago	IL	Paid Search	High Risk	91	1	Standard Intervention	240	2	1597.19	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6967	CUST-06967	Denver	CO	Email	High Risk	91	1	Standard Intervention	324	2	1593.24	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4346	CUST-04346	Miami	FL	Paid Search	High Risk	91	1	Standard Intervention	204	2	1581.34	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4627	CUST-04627	Austin	TX	Referral	High Risk	91	1	Standard Intervention	487	2	1558.49	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6353	CUST-06353	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	238	2	1557.06	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2482	CUST-02482	Atlanta	GA	Organic Search	High Risk	91	1	Standard Intervention	422	2	1554.56	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6555	CUST-06555	San Jose	CA	Referral	High Risk	91	1	Standard Intervention	194	2	1540.86	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
705	CUST-00705	Columbus	OH	Paid Search	High Risk	91	1	Standard Intervention	311	2	1520.40	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2743	CUST-02743	Seattle	WA	Paid Search	High Risk	91	1	Standard Intervention	248	2	1447.77	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6750	CUST-06750	Denver	CO	Email	High Risk	91	1	Standard Intervention	319	2	1440.56	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4985	CUST-04985	Chicago	IL	Social Media	High Risk	91	1	Standard Intervention	322	2	1426.33	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1290	CUST-01290	Dallas	TX	Organic Search	High Risk	91	1	Standard Intervention	541	2	1425.39	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6078	CUST-06078	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	281	2	1419.41	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7094	CUST-07094	Charlotte	NC	Social Media	High Risk	91	1	Standard Intervention	429	2	1416.43	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3478	CUST-03478	San Antonio	TX	Paid Search	High Risk	91	1	Standard Intervention	269	2	1414.84	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3043	CUST-03043	Boston	MA	Direct	High Risk	91	1	Standard Intervention	449	2	1407.95	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6014	CUST-06014	New York	NY	Email	High Risk	91	1	Standard Intervention	240	2	1402.82	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1921	CUST-01921	Washington	DC	Email	High Risk	91	1	Standard Intervention	311	2	1402.54	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7638	CUST-07638	Denver	CO	Referral	High Risk	91	1	Standard Intervention	283	2	1396.93	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6899	CUST-06899	Jacksonville	FL	Direct	High Risk	91	1	Standard Intervention	280	2	1384.67	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5370	CUST-05370	Charlotte	NC	Referral	High Risk	91	1	Standard Intervention	288	2	1377.71	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4771	CUST-04771	Philadelphia	PA	Organic Search	High Risk	91	1	Standard Intervention	278	2	1365.94	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
240	CUST-00240	Columbus	OH	Organic Search	High Risk	91	1	Standard Intervention	209	2	1317.85	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6183	CUST-06183	Las Vegas	NV	Referral	High Risk	91	1	Standard Intervention	203	2	1300.45	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4135	CUST-04135	San Antonio	TX	Email	High Risk	91	1	Standard Intervention	186	2	1298.58	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6765	CUST-06765	Houston	TX	Referral	High Risk	91	1	Standard Intervention	317	2	1288.57	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1370	CUST-01370	San Diego	CA	Email	High Risk	91	1	Standard Intervention	401	2	1287.80	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2935	CUST-02935	Miami	FL	Organic Search	High Risk	91	1	Standard Intervention	239	2	1279.66	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
615	CUST-00615	Seattle	WA	Email	High Risk	91	1	Standard Intervention	272	2	1266.07	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7137	CUST-07137	Charlotte	NC	Organic Search	High Risk	91	1	Standard Intervention	223	2	1261.43	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2720	CUST-02720	Seattle	WA	Email	High Risk	91	1	Standard Intervention	198	2	1257.33	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5142	CUST-05142	Los Angeles	CA	Social Media	High Risk	91	1	Standard Intervention	263	2	1254.35	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1053	CUST-01053	Denver	CO	Social Media	High Risk	91	1	Standard Intervention	255	2	1235.36	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2905	CUST-02905	Dallas	TX	Paid Search	High Risk	91	1	Standard Intervention	390	2	1223.69	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
889	CUST-00889	New York	NY	Paid Search	High Risk	91	1	Standard Intervention	320	2	1200.83	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1981	CUST-01981	New York	NY	Direct	High Risk	91	1	Standard Intervention	517	2	1193.70	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2724	CUST-02724	Los Angeles	CA	Referral	High Risk	91	1	Standard Intervention	252	2	1192.00	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6672	CUST-06672	Denver	CO	Organic Search	High Risk	91	1	Standard Intervention	258	2	1179.06	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
57	CUST-00057	Los Angeles	CA	Social Media	High Risk	91	1	Standard Intervention	374	2	1142.42	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
236	CUST-00236	Boston	MA	Direct	High Risk	91	1	Standard Intervention	440	2	1134.87	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2105	CUST-02105	Phoenix	AZ	Organic Search	High Risk	91	1	Standard Intervention	258	2	1127.26	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7620	CUST-07620	Miami	FL	Organic Search	High Risk	91	1	Standard Intervention	205	2	1126.79	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2196	CUST-02196	Phoenix	AZ	Organic Search	High Risk	91	1	Standard Intervention	188	2	1121.41	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2900	CUST-02900	Fort Worth	TX	Referral	High Risk	91	1	Standard Intervention	256	2	1110.95	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4503	CUST-04503	Phoenix	AZ	Paid Search	High Risk	91	1	Standard Intervention	204	2	1108.89	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3648	CUST-03648	Washington	DC	Social Media	High Risk	91	1	Standard Intervention	190	2	1083.59	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5633	CUST-05633	Chicago	IL	Organic Search	High Risk	91	1	Standard Intervention	311	2	1080.61	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7086	CUST-07086	Chicago	IL	Social Media	High Risk	91	1	Standard Intervention	204	2	1066.46	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4124	CUST-04124	San Diego	CA	Referral	High Risk	91	1	Standard Intervention	224	2	1063.97	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5497	CUST-05497	San Diego	CA	Paid Search	High Risk	91	1	Standard Intervention	419	2	1055.96	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
694	CUST-00694	Phoenix	AZ	Organic Search	High Risk	91	1	Standard Intervention	258	2	1043.66	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3140	CUST-03140	Austin	TX	Email	High Risk	91	1	Standard Intervention	188	2	1003.69	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7033	CUST-07033	Los Angeles	CA	Organic Search	High Risk	91	1	Standard Intervention	328	2	1001.05	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3501	CUST-03501	Los Angeles	CA	Direct	High Risk	91	1	Standard Intervention	209	2	988.89	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1066	CUST-01066	San Antonio	TX	Organic Search	High Risk	91	1	Standard Intervention	461	2	986.18	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
5380	CUST-05380	Houston	TX	Organic Search	High Risk	91	1	Standard Intervention	665	2	952.37	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
524	CUST-00524	Dallas	TX	Organic Search	High Risk	91	1	Standard Intervention	311	2	927.16	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
2643	CUST-02643	Chicago	IL	Organic Search	High Risk	91	1	Standard Intervention	340	2	921.33	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
1521	CUST-01521	Philadelphia	PA	Organic Search	High Risk	91	1	Standard Intervention	281	2	876.24	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7618	CUST-07618	Nashville	TN	Organic Search	High Risk	91	1	Standard Intervention	268	2	869.35	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7761	CUST-07761	San Antonio	TX	Organic Search	High Risk	91	1	Standard Intervention	243	2	868.38	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
3485	CUST-03485	Columbus	OH	Social Media	High Risk	91	1	Standard Intervention	627	2	854.99	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
6643	CUST-06643	Boston	MA	Social Media	High Risk	91	1	Standard Intervention	205	2	840.58	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
7562	CUST-07562	San Jose	CA	Email	High Risk	91	1	Standard Intervention	308	2	812.55	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
4305	CUST-04305	Los Angeles	CA	Email	High Risk	91	1	Standard Intervention	192	2	799.79	No eligible purchase in more than 180 days; Overdue versus historical purchase cadence; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months
