customer_id	first_eligible_order_date	last_eligible_order_date	recency_days	eligible_order_count	monetary_value	active_months_last_12	orders_last_180_days	average_interorder_gap_days	cadence_ratio	cadence_ratio_display	value_quintile	recency_points	frequency_points	cadence_points	recent_activity_points	behavioral_risk_score	risk_band	inactive_90_plus_flag	inactive_180_plus_flag	overdue_cadence_flag	churn_candidate_flag	churn_candidate_type	intervention_priority	risk_reason	eligibility_rule_applied	score_classification
2127	2025-05-18	2025-05-18	227	1	2720.64	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2479	2024-04-18	2024-04-18	622	1	2719.40	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7082	2024-04-15	2024-04-15	625	1	2719.40	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4066	2025-06-11	2025-06-11	203	1	2716.30	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5668	2024-09-14	2024-09-14	473	1	2712.72	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3229	2024-02-04	2024-02-04	696	1	2703.11	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
616	2024-05-14	2024-05-14	596	1	2701.75	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
190	2024-02-29	2024-02-29	671	1	2692.50	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
662	2024-05-03	2024-05-03	607	1	2684.94	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7668	2024-04-22	2024-04-22	618	1	2674.18	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1625	2025-05-26	2025-05-26	219	1	2672.30	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5264	2024-02-23	2024-02-23	677	1	2672.16	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3802	2024-04-13	2024-04-13	627	1	2666.59	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4878	2024-04-15	2024-04-15	625	1	2665.79	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6916	2024-06-13	2024-06-13	566	1	2662.32	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1162	2024-04-30	2024-04-30	610	1	2657.47	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3531	2024-02-12	2024-02-12	688	1	2654.81	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6955	2024-06-16	2024-06-16	563	1	2646.17	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2376	2024-04-17	2024-04-17	623	1	2638.59	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4424	2025-05-15	2025-05-15	230	1	2634.19	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2697	2025-02-20	2025-02-20	314	1	2631.96	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
289	2024-04-08	2024-04-08	632	1	2631.64	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2041	2024-01-01	2024-01-01	730	1	2611.37	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1045	2024-05-05	2024-05-05	605	1	2602.76	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4032	2024-06-17	2024-06-17	562	1	2602.19	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4639	2024-05-22	2024-05-22	588	1	2598.43	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5643	2024-04-11	2024-04-11	629	1	2595.49	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6554	2024-02-18	2024-02-18	682	1	2582.76	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1808	2024-06-25	2024-06-25	554	1	2582.15	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1297	2024-02-15	2024-02-15	685	1	2580.28	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2929	2024-04-25	2024-04-25	615	1	2578.76	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5229	2024-01-16	2024-01-16	715	1	2574.97	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
625	2024-06-14	2024-06-14	565	1	2565.56	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2368	2025-03-01	2025-03-01	305	1	2564.50	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4931	2024-05-19	2024-05-19	591	1	2555.01	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7963	2024-03-09	2024-03-09	662	1	2554.00	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1644	2024-04-21	2024-04-21	619	1	2550.27	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5700	2024-05-09	2024-05-09	601	1	2547.53	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3242	2024-04-21	2024-04-21	619	1	2545.32	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1328	2025-01-29	2025-01-29	336	1	2532.96	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
290	2024-10-13	2024-10-13	444	1	2531.83	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6164	2024-03-12	2024-03-12	659	1	2530.84	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2336	2024-01-16	2024-01-16	715	1	2530.59	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2002	2024-01-27	2024-01-27	704	1	2528.18	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3673	2025-04-19	2025-04-19	256	1	2522.25	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3111	2024-02-21	2024-02-21	679	1	2517.16	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1779	2024-05-20	2024-05-20	590	1	2496.56	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3075	2025-06-13	2025-06-13	201	1	2487.28	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3702	2024-05-19	2024-05-19	591	1	2484.92	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1075	2024-01-31	2024-01-31	700	1	2480.04	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6450	2024-02-29	2024-02-29	671	1	2478.94	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3759	2024-01-20	2024-01-20	711	1	2475.78	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4772	2024-02-05	2024-02-05	695	1	2474.03	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
821	2024-12-13	2024-12-13	383	1	2472.06	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7590	2024-03-11	2024-03-11	660	1	2471.13	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4661	2025-04-22	2025-04-22	253	1	2466.82	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6139	2024-06-17	2024-06-17	562	1	2460.76	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
2343	2024-04-24	2024-04-24	616	1	2455.88	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4476	2024-05-20	2024-05-20	590	1	2442.96	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5312	2024-05-11	2024-05-11	599	1	2442.61	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7956	2024-04-05	2024-04-05	635	1	2439.16	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7255	2024-04-03	2024-04-03	637	1	2436.38	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
583	2024-06-04	2024-06-04	575	1	2435.75	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
3246	2024-04-14	2024-04-14	626	1	2433.38	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
6633	2024-04-04	2024-04-04	636	1	2432.40	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
4567	2024-01-10	2024-01-10	721	1	2432.16	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
5986	2024-03-28	2024-03-28	643	1	2428.72	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7826	2024-06-30	2024-06-30	549	1	2425.01	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7544	2024-04-15	2024-04-15	625	1	2423.45	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
341	2024-01-24	2024-01-24	707	1	2422.01	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7980	2024-04-29	2024-04-29	611	1	2412.14	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
1848	2025-02-01	2025-02-01	333	1	2404.55	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
690	2024-03-08	2024-03-08	663	1	2390.83	0	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
7100	2025-01-23	2025-01-23	342	1	2385.38	1	0	NULL	NULL	NULL	2	40	25	15	10	90	High Risk	1	1	0	1	Single-order inactivity	Standard Intervention	No eligible purchase in more than 180 days; Only one eligible purchase; No eligible purchase in the last 180 days; Fewer than three active months in the last twelve months	is_eligible = 1 AND order_date >= signup_date	Deterministic SQL behavioral score; not machine-learning prediction
