order_id,order_number,customer_id,order_date,order_status,payment_method,sales_channel,shipping_city,shipping_state,discount_amount,shipping_amount
4261,ORD-004261,3547,03-07-2024,Completed,Credit Card,Marketplace,Denver,CO,0,4.99
4262,ORD-004262,4103,03-07-2024,Completed,Debit Card,Mobile App,San Antonio,TX,27.61,12.99
4263,ORD-004263,4374,03-07-2024,Completed,Credit Card,Mobile App,New York,NY,124.77,19.99
4264,ORD-004264,5444,03-07-2024,Cancelled,Credit Card,Web,Phoenix,AZ,39.06,7.99
4265,ORD-004265,6322,03-07-2024,Completed,Digital Wallet,Web,Los Angeles,CA,40.65,19.99
4266,ORD-004266,6427,03-07-2024,Completed,Credit Card,Mobile App,Los Angeles,CA,146.29,19.99
4267,ORD-004267,6458,03-07-2024,Completed,Credit Card,Mobile App,Los Angeles,CA,33.41,29.99
4268,ORD-004268,6715,03-07-2024,Completed,Credit Card,Marketplace,Denver,CO,40.09,19.99
4269,ORD-004269,6776,03-07-2024,Completed,Credit Card,Mobile App,Atlanta,GA,95.53,29.99
4270,ORD-004270,6905,03-07-2024,Completed,Debit Card,Web,Philadelphia,PA,31.22,29.99
4271,ORD-004271,7021,03-07-2024,Completed,Credit Card,Web,Chicago,IL,0,7.99
4272,ORD-004272,7645,03-07-2024,Completed,Credit Card,Marketplace,Charlotte,NC,0,29.99
4273,ORD-004273,7675,03-07-2024,Completed,Credit Card,Web,New York,NY,36.44,0
4274,ORD-004274,7961,03-07-2024,Completed,Debit Card,Web,New York,NY,61.78,29.99
4275,ORD-004275,7981,03-07-2024,Completed,Credit Card,Mobile App,Chicago,IL,0,0
4276,ORD-004276,3004,04-07-2024,Completed,Credit Card,Retail Store,Columbus,OH,13.79,0
4277,ORD-004277,4573,04-07-2024,Completed,Digital Wallet,Mobile App,Dallas,TX,108.33,7.99
4278,ORD-004278,4697,04-07-2024,Completed,Credit Card,Web,Portland,OR,0,0
4279,ORD-004279,4734,04-07-2024,Completed,Credit Card,Web,Dallas,TX,11.51,7.99
4280,ORD-004280,5006,04-07-2024,Completed,Credit Card,Web,Austin,TX,89.11,7.99
4281,ORD-004281,5064,04-07-2024,Completed,Digital Wallet,Marketplace,Houston,TX,97.77,0
4282,ORD-004282,5950,04-07-2024,Completed,Debit Card,Mobile App,Portland,OR,0,12.99
4283,ORD-004283,6000,04-07-2024,Completed,Credit Card,Mobile App,Denver,CO,80.34,12.99
4284,ORD-004284,6132,04-07-2024,Completed,Digital Wallet,Web,Austin,TX,9.81,19.99
4285,ORD-004285,6496,04-07-2024,Cancelled,Digital Wallet,Web,Seattle,WA,138.97,7.99
4286,ORD-004286,6573,04-07-2024,Completed,Credit Card,Web,Dallas,TX,65.85,19.99
4287,ORD-004287,6744,04-07-2024,Completed,Digital Wallet,Web,Philadelphia,PA,109.95,0
4288,ORD-004288,6965,04-07-2024,Completed,Bank Transfer,Mobile App,San Jose,CA,42.18,12.99
4289,ORD-004289,7528,04-07-2024,Completed,Debit Card,Marketplace,Boston,MA,168.22,12.99
4290,ORD-004290,7752,04-07-2024,Completed,Debit Card,Web,Jacksonville,FL,145.98,4.99
4291,ORD-004291,38,05-07-2024,Returned,Credit Card,Mobile App,Miami,FL,22.55,12.99
4292,ORD-004292,262,05-07-2024,Completed,Credit Card,Web,Miami,FL,65.13,0
4293,ORD-004293,272,05-07-2024,Completed,Credit Card,Web,Houston,TX,98.78,19.99
4294,ORD-004294,335,05-07-2024,Cancelled,Digital Wallet,Marketplace,Jacksonville,FL,214.95,0
4295,ORD-004295,354,05-07-2024,Completed,Debit Card,Web,Los Angeles,CA,36.5,19.99
4296,ORD-004296,774,05-07-2024,Completed,Credit Card,Retail Store,San Diego,CA,31.58,0
4297,ORD-004297,935,05-07-2024,Completed,Digital Wallet,Web,Los Angeles,CA,7.67,0
4298,ORD-004298,992,05-07-2024,Completed,Bank Transfer,Mobile App,Dallas,TX,0,0
4299,ORD-004299,1152,05-07-2024,Completed,Debit Card,Marketplace,Columbus,OH,18.96,19.99
4300,ORD-004300,1392,05-07-2024,Completed,Bank Transfer,Mobile App,Charlotte,NC,24.41,19.99
4301,ORD-004301,1678,05-07-2024,Completed,Credit Card,Web,Washington,DC,62.33,0
4302,ORD-004302,1689,05-07-2024,Returned,Credit Card,Web,Austin,TX,25.99,12.99
4303,ORD-004303,1704,05-07-2024,Completed,Credit Card,Retail Store,New York,NY,182.39,0
4304,ORD-004304,1741,05-07-2024,Completed,Credit Card,Retail Store,Phoenix,AZ,101.27,0
4305,ORD-004305,2109,05-07-2024,Completed,Debit Card,Mobile App,San Antonio,TX,10.84,7.99
4306,ORD-004306,2141,05-07-2024,Completed,Credit Card,Web,Los Angeles,CA,171.27,0
4307,ORD-004307,2515,05-07-2024,Cancelled,Digital Wallet,Web,New York,NY,15.08,7.99
4308,ORD-004308,2635,05-07-2024,Completed,Credit Card,Mobile App,Philadelphia,PA,244.13,4.99
4309,ORD-004309,3510,05-07-2024,Completed,Digital Wallet,Web,Chicago,IL,180.27,29.99
4310,ORD-004310,3671,05-07-2024,Completed,Credit Card,Web,Philadelphia,PA,44.17,29.99
4311,ORD-004311,4529,05-07-2024,Completed,Debit Card,Web,Las Vegas,NV,161.26,7.99
4312,ORD-004312,5460,05-07-2024,Completed,Credit Card,Retail Store,Charlotte,NC,0,0
4313,ORD-004313,5568,05-07-2024,Completed,Debit Card,Web,Nashville,TN,0,19.99
4314,ORD-004314,5658,05-07-2024,Completed,Credit Card,Web,Fort Worth,TX,13,19.99
4315,ORD-004315,6496,05-07-2024,Completed,Credit Card,Mobile App,Nashville,TN,20.7,0
4316,ORD-004316,7275,05-07-2024,Returned,Debit Card,Web,Los Angeles,CA,42.04,4.99
4317,ORD-004317,7408,05-07-2024,Returned,Credit Card,Web,Atlanta,GA,73.27,0
4318,ORD-004318,7730,05-07-2024,Completed,Debit Card,Web,San Diego,CA,65.13,0
4319,ORD-004319,7800,05-07-2024,Completed,Digital Wallet,Retail Store,San Diego,CA,27.53,0
4320,ORD-004320,60,06-07-2024,Completed,Credit Card,Marketplace,Los Angeles,CA,0,29.99
4321,ORD-004321,1790,06-07-2024,Completed,Debit Card,Web,Denver,CO,31.8,12.99
4322,ORD-004322,1856,06-07-2024,Completed,Credit Card,Mobile App,Atlanta,GA,51.51,0
4323,ORD-004323,1949,06-07-2024,Completed,Credit Card,Web,San Jose,CA,0,29.99
4324,ORD-004324,2433,06-07-2024,Completed,Debit Card,Mobile App,San Diego,CA,24.89,4.99
4325,ORD-004325,3212,06-07-2024,Completed,Credit Card,Mobile App,Washington,DC,58.88,7.99
4326,ORD-004326,3291,06-07-2024,Completed,Credit Card,Retail Store,San Jose,CA,66.03,0
4327,ORD-004327,3431,06-07-2024,Completed,Digital Wallet,Web,Philadelphia,PA,20.36,19.99
4328,ORD-004328,3608,06-07-2024,Completed,Credit Card,Web,Boston,MA,24.46,12.99
4329,ORD-004329,3701,06-07-2024,Completed,Credit Card,Marketplace,Nashville,TN,40.25,4.99
4330,ORD-004330,4382,06-07-2024,Completed,Bank Transfer,Web,Chicago,IL,2.9,19.99
4331,ORD-004331,4455,06-07-2024,Completed,Credit Card,Mobile App,San Antonio,TX,0,7.99
4332,ORD-004332,4675,06-07-2024,Completed,Credit Card,Mobile App,Philadelphia,PA,153.96,12.99
4333,ORD-004333,4836,06-07-2024,Completed,Credit Card,Marketplace,New York,NY,6.11,0
4334,ORD-004334,4901,06-07-2024,Completed,Credit Card,Web,Los Angeles,CA,149.22,4.99
4335,ORD-004335,5717,06-07-2024,Completed,Digital Wallet,Mobile App,Boston,MA,39.24,7.99
4336,ORD-004336,6252,06-07-2024,Completed,Credit Card,Web,Los Angeles,CA,59.63,0
4337,ORD-004337,7523,06-07-2024,Completed,Credit Card,Marketplace,Columbus,OH,52.04,7.99
4338,ORD-004338,7611,06-07-2024,Completed,Credit Card,Web,Los Angeles,CA,53.32,7.99
4339,ORD-004339,7842,06-07-2024,Completed,Credit Card,Web,Atlanta,GA,22.62,4.99
4340,ORD-004340,279,07-07-2024,Completed,Digital Wallet,Mobile App,Las Vegas,NV,4.58,29.99
4341,ORD-004341,544,07-07-2024,Returned,Bank Transfer,Web,Houston,TX,9.86,12.99
4342,ORD-004342,844,07-07-2024,Completed,Debit Card,Mobile App,San Antonio,TX,4.16,0
4343,ORD-004343,1060,07-07-2024,Completed,Debit Card,Web,Houston,TX,194.26,29.99
4344,ORD-004344,1252,07-07-2024,Completed,Credit Card,Web,New York,NY,14.67,12.99
4345,ORD-004345,1730,07-07-2024,Completed,Credit Card,Web,Denver,CO,0,12.99
4346,ORD-004346,1795,07-07-2024,Completed,Digital Wallet,Marketplace,Austin,TX,15.01,4.99
4347,ORD-004347,1909,07-07-2024,Completed,Digital Wallet,Retail Store,Jacksonville,FL,28.88,0
4348,ORD-004348,2146,07-07-2024,Completed,Digital Wallet,Marketplace,Atlanta,GA,226.2,0
4349,ORD-004349,2495,07-07-2024,Cancelled,Credit Card,Web,Columbus,OH,11.6,4.99
4350,ORD-004350,2828,07-07-2024,Completed,Digital Wallet,Retail Store,Chicago,IL,53.03,0
4351,ORD-004351,2874,07-07-2024,Completed,Debit Card,Mobile App,New York,NY,45.33,7.99
4352,ORD-004352,3403,07-07-2024,Completed,Bank Transfer,Web,Chicago,IL,142.5,0
4353,ORD-004353,3626,07-07-2024,Returned,Credit Card,Web,Portland,OR,30.17,4.99
4354,ORD-004354,4157,07-07-2024,Completed,Digital Wallet,Web,Los Angeles,CA,4.18,7.99
4355,ORD-004355,4287,07-07-2024,Completed,Credit Card,Web,Las Vegas,NV,101.05,4.99
4356,ORD-004356,4384,07-07-2024,Completed,Credit Card,Marketplace,New York,NY,11.88,0
4357,ORD-004357,4936,07-07-2024,Pending,Digital Wallet,Mobile App,Miami,FL,0,29.99
4358,ORD-004358,5294,07-07-2024,Completed,Credit Card,Web,Dallas,TX,30.17,0
4359,ORD-004359,5810,07-07-2024,Completed,Digital Wallet,Marketplace,Seattle,WA,306.4,4.99
4360,ORD-004360,5834,07-07-2024,Completed,Debit Card,Mobile App,San Diego,CA,33.72,4.99
4361,ORD-004361,5885,07-07-2024,Completed,Digital Wallet,Marketplace,San Antonio,TX,41.42,4.99
4362,ORD-004362,6153,07-07-2024,Completed,Credit Card,Mobile App,New York,NY,11.64,19.99
4363,ORD-004363,6533,07-07-2024,Completed,Credit Card,Web,San Jose,CA,162.25,29.99
4364,ORD-004364,7050,07-07-2024,Completed,Credit Card,Mobile App,Portland,OR,194.23,7.99
4365,ORD-004365,7944,07-07-2024,Completed,Credit Card,Mobile App,Philadelphia,PA,9.68,4.99
4366,ORD-004366,106,08-07-2024,Completed,Credit Card,Marketplace,Philadelphia,PA,38.31,7.99
4367,ORD-004367,206,08-07-2024,Completed,Digital Wallet,Web,New York,NY,107.49,0
4368,ORD-004368,211,08-07-2024,Completed,Debit Card,Mobile App,Jacksonville,FL,83.29,12.99
4369,ORD-004369,319,08-07-2024,Completed,Credit Card,Marketplace,New York,NY,59.71,4.99
4370,ORD-004370,522,08-07-2024,Completed,Debit Card,Retail Store,San Jose,CA,264.04,0
4371,ORD-004371,928,08-07-2024,Completed,Digital Wallet,Mobile App,Columbus,OH,52.48,4.99
4372,ORD-004372,1182,08-07-2024,Completed,Credit Card,Mobile App,New York,NY,67.99,7.99
4373,ORD-004373,1290,08-07-2024,Completed,Digital Wallet,Marketplace,Dallas,TX,45.69,7.99
4374,ORD-004374,1445,08-07-2024,Completed,Digital Wallet,Mobile App,Phoenix,AZ,104.32,19.99
4375,ORD-004375,1736,08-07-2024,Completed,Credit Card,Web,Columbus,OH,64.08,7.99
4376,ORD-004376,1745,08-07-2024,Completed,Debit Card,Marketplace,Charlotte,NC,0,19.99
4377,ORD-004377,2561,08-07-2024,Completed,Debit Card,Web,Seattle,WA,44.77,29.99
4378,ORD-004378,2635,08-07-2024,Cancelled,Credit Card,Web,Philadelphia,PA,0,7.99
4379,ORD-004379,3784,08-07-2024,Completed,Credit Card,Retail Store,San Antonio,TX,7.36,0
4380,ORD-004380,3871,08-07-2024,Completed,Debit Card,Web,Nashville,TN,63.23,29.99
4381,ORD-004381,4324,08-07-2024,Completed,Digital Wallet,Web,Jacksonville,FL,20.14,0
4382,ORD-004382,4571,08-07-2024,Completed,Credit Card,Mobile App,Phoenix,AZ,0,4.99
4383,ORD-004383,4722,08-07-2024,Returned,Credit Card,Mobile App,Miami,FL,82.59,4.99
4384,ORD-004384,5641,08-07-2024,Completed,Digital Wallet,Web,Atlanta,GA,27.34,29.99
4385,ORD-004385,5650,08-07-2024,Completed,Debit Card,Web,San Diego,CA,17.78,29.99
4386,ORD-004386,5790,08-07-2024,Completed,Credit Card,Web,Phoenix,AZ,12.7,29.99
4387,ORD-004387,5951,08-07-2024,Pending,Credit Card,Web,Nashville,TN,320.77,12.99
4388,ORD-004388,7254,08-07-2024,Completed,Bank Transfer,Web,Phoenix,AZ,19.68,12.99
4389,ORD-004389,7454,08-07-2024,Completed,Credit Card,Mobile App,Chicago,IL,65.62,19.99
4390,ORD-004390,7637,08-07-2024,Completed,Credit Card,Web,Charlotte,NC,0,0
4391,ORD-004391,457,09-07-2024,Completed,Digital Wallet,Retail Store,Seattle,WA,24.74,0
4392,ORD-004392,624,09-07-2024,Completed,Debit Card,Marketplace,San Jose,CA,81.55,29.99
4393,ORD-004393,878,09-07-2024,Completed,Credit Card,Mobile App,Houston,TX,0,7.99
4394,ORD-004394,1150,09-07-2024,Completed,Debit Card,Mobile App,Houston,TX,258.02,0
4395,ORD-004395,1595,09-07-2024,Completed,Digital Wallet,Mobile App,Nashville,TN,4.91,4.99
4396,ORD-004396,1882,09-07-2024,Completed,Digital Wallet,Retail Store,Jacksonville,FL,12.17,0
4397,ORD-004397,2022,09-07-2024,Completed,Debit Card,Web,Phoenix,AZ,14.87,29.99
4398,ORD-004398,2161,09-07-2024,Completed,Debit Card,Marketplace,Portland,OR,0,4.99
4399,ORD-004399,2199,09-07-2024,Completed,Credit Card,Web,Jacksonville,FL,75.88,7.99
4400,ORD-004400,2534,09-07-2024,Completed,Bank Transfer,Web,Washington,DC,128.05,7.99
4401,ORD-004401,2903,09-07-2024,Completed,Credit Card,Mobile App,Phoenix,AZ,96.71,29.99
4402,ORD-004402,3126,09-07-2024,Completed,Bank Transfer,Web,Atlanta,GA,36.02,0
4403,ORD-004403,3129,09-07-2024,Completed,Credit Card,Web,Fort Worth,TX,127.93,0
4404,ORD-004404,3657,09-07-2024,Completed,Credit Card,Mobile App,Charlotte,NC,0,0
4405,ORD-004405,3758,09-07-2024,Completed,Digital Wallet,Web,Austin,TX,53.19,19.99
4406,ORD-004406,3773,09-07-2024,Completed,Credit Card,Web,Denver,CO,147.06,29.99
4407,ORD-004407,4244,09-07-2024,Completed,Debit Card,Marketplace,New York,NY,49.21,0
4408,ORD-004408,4997,09-07-2024,Completed,Credit Card,Mobile App,Denver,CO,18.36,4.99
4409,ORD-004409,5145,09-07-2024,Completed,Credit Card,Web,Chicago,IL,96.68,0
4410,ORD-004410,5149,09-07-2024,Completed,Debit Card,Mobile App,San Antonio,TX,13.58,7.99
4411,ORD-004411,5382,09-07-2024,Completed,Bank Transfer,Retail Store,Columbus,OH,18.88,0
4412,ORD-004412,5803,09-07-2024,Completed,Debit Card,Retail Store,San Diego,CA,207.48,0
4413,ORD-004413,6083,09-07-2024,Completed,Debit Card,Mobile App,San Jose,CA,57.22,0
4414,ORD-004414,6344,09-07-2024,Completed,Debit Card,Web,Philadelphia,PA,105.58,0
4415,ORD-004415,6384,09-07-2024,Completed,Digital Wallet,Web,Houston,TX,15.53,7.99
4416,ORD-004416,6687,09-07-2024,Completed,Bank Transfer,Marketplace,New York,NY,57.47,0
4417,ORD-004417,6769,09-07-2024,Completed,Credit Card,Mobile App,Portland,OR,273.58,0
4418,ORD-004418,6903,09-07-2024,Pending,Credit Card,Web,New York,NY,0,0
4419,ORD-004419,7299,09-07-2024,Pending,Credit Card,Marketplace,San Antonio,TX,0,7.99
4420,ORD-004420,7300,09-07-2024,Completed,Credit Card,Retail Store,Los Angeles,CA,503.85,0
4421,ORD-004421,7699,09-07-2024,Completed,Digital Wallet,Web,Phoenix,AZ,131.23,7.99
4422,ORD-004422,183,10-07-2024,Completed,Credit Card,Web,New York,NY,33,0
4423,ORD-004423,446,10-07-2024,Completed,Credit Card,Web,Jacksonville,FL,41.63,29.99
4424,ORD-004424,483,10-07-2024,Completed,Credit Card,Web,Seattle,WA,234.48,4.99
4425,ORD-004425,620,10-07-2024,Completed,Debit Card,Retail Store,New York,NY,201.07,0
4426,ORD-004426,853,10-07-2024,Cancelled,Digital Wallet,Web,Columbus,OH,104.36,0
4427,ORD-004427,1126,10-07-2024,Completed,Digital Wallet,Web,Austin,TX,175.96,4.99
4428,ORD-004428,1994,10-07-2024,Completed,Credit Card,Marketplace,Los Angeles,CA,45.03,29.99
4429,ORD-004429,2199,10-07-2024,Completed,Credit Card,Web,Jacksonville,FL,224.63,0
4430,ORD-004430,2420,10-07-2024,Completed,Debit Card,Mobile App,Denver,CO,0,0
4431,ORD-004431,2529,10-07-2024,Completed,Credit Card,Web,Chicago,IL,59.39,29.99
4432,ORD-004432,2736,10-07-2024,Completed,Debit Card,Web,Houston,TX,149.7,0
4433,ORD-004433,3322,10-07-2024,Completed,Credit Card,Web,Seattle,WA,101.98,19.99
4434,ORD-004434,3604,10-07-2024,Completed,Debit Card,Web,Seattle,WA,54.04,7.99
4435,ORD-004435,4098,10-07-2024,Completed,Credit Card,Mobile App,Philadelphia,PA,56.72,4.99
4436,ORD-004436,4792,10-07-2024,Completed,Digital Wallet,Marketplace,San Antonio,TX,4.87,0
4437,ORD-004437,5016,10-07-2024,Completed,Digital Wallet,Web,San Antonio,TX,70.44,29.99
4438,ORD-004438,5058,10-07-2024,Completed,Credit Card,Mobile App,Chicago,IL,0,29.99
4439,ORD-004439,6109,10-07-2024,Completed,Debit Card,Web,San Jose,CA,228.78,0
4440,ORD-004440,6573,10-07-2024,Completed,Digital Wallet,Web,Dallas,TX,0,12.99
4441,ORD-004441,6925,10-07-2024,Completed,Bank Transfer,Web,Philadelphia,PA,44.14,12.99
4442,ORD-004442,6932,10-07-2024,Returned,Debit Card,Marketplace,Washington,DC,177.7,0
4443,ORD-004443,7264,10-07-2024,Cancelled,Digital Wallet,Web,Chicago,IL,14.74,19.99
4444,ORD-004444,39,11-07-2024,Completed,Credit Card,Mobile App,Seattle,WA,25.11,4.99
4445,ORD-004445,1252,11-07-2024,Completed,Credit Card,Marketplace,New York,NY,25.66,19.99
4446,ORD-004446,1373,11-07-2024,Completed,Debit Card,Mobile App,Portland,OR,20.67,7.99
4447,ORD-004447,1429,11-07-2024,Completed,Credit Card,Web,New York,NY,34.92,19.99
4448,ORD-004448,1512,11-07-2024,Completed,Credit Card,Web,San Diego,CA,31.77,29.99
4449,ORD-004449,2073,11-07-2024,Completed,Credit Card,Marketplace,Phoenix,AZ,289.4,0
4450,ORD-004450,2104,11-07-2024,Completed,Debit Card,Web,Chicago,IL,77.24,0
4451,ORD-004451,2493,11-07-2024,Pending,Credit Card,Retail Store,Jacksonville,FL,313.2,0
4452,ORD-004452,2577,11-07-2024,Cancelled,Credit Card,Marketplace,Philadelphia,PA,0,0
4453,ORD-004453,3178,11-07-2024,Completed,Debit Card,Web,Austin,TX,0,7.99
4454,ORD-004454,4185,11-07-2024,Completed,Digital Wallet,Web,Austin,TX,0,12.99
4455,ORD-004455,4235,11-07-2024,Completed,Debit Card,Marketplace,San Diego,CA,0,0
4456,ORD-004456,4289,11-07-2024,Completed,Credit Card,Web,Los Angeles,CA,55.28,19.99
4457,ORD-004457,5208,11-07-2024,Completed,Credit Card,Web,Atlanta,GA,97.82,4.99
4458,ORD-004458,5451,11-07-2024,Completed,Credit Card,Mobile App,Austin,TX,11.07,19.99
4459,ORD-004459,5537,11-07-2024,Completed,Debit Card,Web,Philadelphia,PA,90.29,19.99
4460,ORD-004460,6767,11-07-2024,Completed,Digital Wallet,Web,Washington,DC,0,4.99
4461,ORD-004461,6797,11-07-2024,Completed,Credit Card,Web,Nashville,TN,11.07,7.99
4462,ORD-004462,6888,11-07-2024,Completed,Debit Card,Mobile App,San Antonio,TX,52.51,29.99
4463,ORD-004463,6941,11-07-2024,Completed,Debit Card,Web,Portland,OR,104.52,29.99
4464,ORD-004464,105,12-07-2024,Completed,Debit Card,Web,Chicago,IL,22.89,29.99
4465,ORD-004465,166,12-07-2024,Completed,Debit Card,Marketplace,Phoenix,AZ,122.63,0
4466,ORD-004466,450,12-07-2024,Completed,Credit Card,Web,Houston,TX,34.14,0
4467,ORD-004467,1215,12-07-2024,Completed,Debit Card,Web,Nashville,TN,25.62,29.99
4468,ORD-004468,2117,12-07-2024,Completed,Credit Card,Web,San Antonio,TX,204.66,4.99
4469,ORD-004469,2146,12-07-2024,Completed,Credit Card,Web,Atlanta,GA,0,19.99
4470,ORD-004470,2347,12-07-2024,Completed,Digital Wallet,Web,Miami,FL,30.06,12.99
4471,ORD-004471,2987,12-07-2024,Completed,Digital Wallet,Marketplace,Miami,FL,13.14,4.99
4472,ORD-004472,3063,12-07-2024,Completed,Debit Card,Web,Charlotte,NC,212.34,4.99
4473,ORD-004473,3363,12-07-2024,Completed,Digital Wallet,Marketplace,San Antonio,TX,95.6,29.99
4474,ORD-004474,3537,12-07-2024,Completed,Bank Transfer,Mobile App,San Antonio,TX,244.2,19.99
4475,ORD-004475,3636,12-07-2024,Completed,Digital Wallet,Web,San Diego,CA,0,0
4476,ORD-004476,4324,12-07-2024,Returned,Credit Card,Web,Jacksonville,FL,307.05,7.99
4477,ORD-004477,5101,12-07-2024,Completed,Credit Card,Web,Boston,MA,26.19,12.99
4478,ORD-004478,5717,12-07-2024,Completed,Digital Wallet,Retail Store,Boston,MA,14.79,0
4479,ORD-004479,6057,12-07-2024,Completed,Credit Card,Marketplace,Columbus,OH,0,0
4480,ORD-004480,6234,12-07-2024,Completed,Credit Card,Mobile App,Dallas,TX,0,4.99
4481,ORD-004481,6903,12-07-2024,Cancelled,Digital Wallet,Retail Store,New York,NY,21.04,0
4482,ORD-004482,7056,12-07-2024,Completed,Credit Card,Web,Denver,CO,54.94,29.99
4483,ORD-004483,7151,12-07-2024,Completed,Credit Card,Marketplace,Fort Worth,TX,50.38,0
4484,ORD-004484,7899,12-07-2024,Completed,Debit Card,Retail Store,Charlotte,NC,0,0
4485,ORD-004485,246,13-07-2024,Completed,Digital Wallet,Web,Boston,MA,189.46,19.99
4486,ORD-004486,693,13-07-2024,Completed,Credit Card,Marketplace,Houston,TX,75.88,0
4487,ORD-004487,952,13-07-2024,Completed,Debit Card,Mobile App,Los Angeles,CA,18.3,12.99
4488,ORD-004488,979,13-07-2024,Completed,Debit Card,Mobile App,New York,NY,43.65,4.99
4489,ORD-004489,1123,13-07-2024,Completed,Debit Card,Web,Phoenix,AZ,7.38,4.99
4490,ORD-004490,3510,13-07-2024,Completed,Credit Card,Web,Chicago,IL,162.54,0
4491,ORD-004491,3895,13-07-2024,Completed,Credit Card,Marketplace,Chicago,IL,20.22,0
4492,ORD-004492,3941,13-07-2024,Completed,Credit Card,Web,Houston,TX,0,0
4493,ORD-004493,4308,13-07-2024,Completed,Digital Wallet,Marketplace,Austin,TX,101.25,4.99
4494,ORD-004494,6621,13-07-2024,Cancelled,Debit Card,Web,New York,NY,16.89,0
4495,ORD-004495,7131,13-07-2024,Completed,Credit Card,Marketplace,Dallas,TX,98.06,0
4496,ORD-004496,7226,13-07-2024,Completed,Credit Card,Web,Jacksonville,FL,0,7.99
4497,ORD-004497,7749,13-07-2024,Completed,Credit Card,Web,Los Angeles,CA,26.87,7.99
4498,ORD-004498,7971,13-07-2024,Completed,Debit Card,Web,New York,NY,25.91,0
4499,ORD-004499,237,14-07-2024,Completed,Digital Wallet,Web,Fort Worth,TX,0,4.99
4500,ORD-004500,335,14-07-2024,Completed,Credit Card,Mobile App,Jacksonville,FL,102.49,0
4501,ORD-004501,674,14-07-2024,Completed,Credit Card,Retail Store,Chicago,IL,49.97,0
4502,ORD-004502,963,14-07-2024,Completed,Bank Transfer,Web,San Diego,CA,38.43,0
4503,ORD-004503,1048,14-07-2024,Completed,Debit Card,Mobile App,Portland,OR,162.58,7.99
4504,ORD-004504,1402,14-07-2024,Completed,Debit Card,Mobile App,New York,NY,0,4.99
4505,ORD-004505,2495,14-07-2024,Completed,Credit Card,Web,Philadelphia,PA,4.13,12.99
4506,ORD-004506,3903,14-07-2024,Completed,Credit Card,Web,Philadelphia,PA,28.4,19.99
4507,ORD-004507,4136,14-07-2024,Completed,Digital Wallet,Web,Atlanta,GA,12.33,12.99
4508,ORD-004508,4147,14-07-2024,Completed,Digital Wallet,Marketplace,Chicago,IL,21.46,0
4509,ORD-004509,4366,14-07-2024,Completed,Digital Wallet,Mobile App,Phoenix,AZ,115.73,0
4510,ORD-004510,4754,14-07-2024,Completed,Digital Wallet,Mobile App,New York,NY,87.55,4.99
4511,ORD-004511,5300,14-07-2024,Cancelled,Credit Card,Mobile App,Los Angeles,CA,309.2,19.99
4512,ORD-004512,5382,14-07-2024,Completed,Debit Card,Mobile App,Columbus,OH,18.93,0
4513,ORD-004513,6123,14-07-2024,Completed,Credit Card,Mobile App,Atlanta,GA,0,7.99
4514,ORD-004514,6274,14-07-2024,Completed,Credit Card,Mobile App,New York,NY,25.98,12.99
4515,ORD-004515,6277,14-07-2024,Completed,Debit Card,Web,Miami,FL,0,0
4516,ORD-004516,6533,14-07-2024,Completed,Debit Card,Mobile App,San Jose,CA,299,0
4517,ORD-004517,6786,14-07-2024,Completed,Digital Wallet,Retail Store,Philadelphia,PA,237.19,0
4518,ORD-004518,7334,14-07-2024,Completed,Digital Wallet,Mobile App,Los Angeles,CA,131.2,4.99
4519,ORD-004519,7360,14-07-2024,Completed,Digital Wallet,Web,San Antonio,TX,0,4.99
4520,ORD-004520,397,15-07-2024,Completed,Debit Card,Marketplace,San Antonio,TX,7.38,19.99
4521,ORD-004521,441,15-07-2024,Completed,Bank Transfer,Marketplace,Los Angeles,CA,59.87,0
4522,ORD-004522,731,15-07-2024,Completed,Digital Wallet,Mobile App,Philadelphia,PA,56.41,0
4523,ORD-004523,888,15-07-2024,Completed,Credit Card,Retail Store,Los Angeles,CA,89.9,0
4524,ORD-004524,1492,15-07-2024,Pending,Debit Card,Web,Houston,TX,2.51,0
4525,ORD-004525,1579,15-07-2024,Completed,Debit Card,Mobile App,Austin,TX,194.36,19.99
4526,ORD-004526,2172,15-07-2024,Completed,Digital Wallet,Retail Store,Denver,CO,9.66,0
4527,ORD-004527,2433,15-07-2024,Completed,Debit Card,Mobile App,San Diego,CA,87.91,7.99
4528,ORD-004528,2502,15-07-2024,Completed,Digital Wallet,Web,New York,NY,60.37,0
4529,ORD-004529,2524,15-07-2024,Completed,Credit Card,Web,Seattle,WA,32.98,0
4530,ORD-004530,2532,15-07-2024,Completed,Digital Wallet,Web,Charlotte,NC,196.66,12.99
4531,ORD-004531,2815,15-07-2024,Completed,Credit Card,Mobile App,New York,NY,144.77,0
4532,ORD-004532,2984,15-07-2024,Completed,Credit Card,Mobile App,Austin,TX,32.72,4.99
4533,ORD-004533,3183,15-07-2024,Completed,Credit Card,Mobile App,Washington,DC,156.43,29.99
4534,ORD-004534,3431,15-07-2024,Completed,Debit Card,Web,Philadelphia,PA,0,29.99
4535,ORD-004535,3604,15-07-2024,Completed,Debit Card,Mobile App,Seattle,WA,0,4.99
4536,ORD-004536,4169,15-07-2024,Completed,Credit Card,Web,New York,NY,69.84,0
4537,ORD-004537,4430,15-07-2024,Returned,Debit Card,Mobile App,Houston,TX,107.47,0
